标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
交通便利 配套设施齐全 采光充足,蔚蓝滨江 ,澄江街道, 160万,"11,104元/平",3室1厅 , 144.1平米 , 南 北 , 毛坯 , 中楼层,共29层, 暂无数据
蟠龙湾公园旁蟠龙华都低楼层诚心出售,蟠龙华都 ,高新区, 95.8万,"9,082元/平",2室2厅 , 105.49平米 , 南 , 精装 , 低楼层,共17层, 板楼
L型阳台，非顶楼，小区可装电梯。,华泰御花园 ,澄江街道, 175万,"10,058元/平",3室1厅 , 174平米 , 南 北 , 精装 , 高楼层,共6层, 板楼
精装修户型正 小区实行门禁入小区 万达商圈,长江万悦城 ,澄江街道, 118万,"13,235元/平",2室1厅 , 89.16平米 , 南 , 精装 , 高楼层,共18层, 塔楼
高楼层，视野宽阔，采光充足。房东诚心出售,梅园新村 ,澄江街道, 110万,"13,292元/平",2室1厅 , 82.76平米 , 南 , 毛坯 , 高楼层,共11层, 暂无数据
视野开阔，两开间朝南，户型方正，采光好,新河天地 ,澄江街道, 139.8万,"15,000元/平",2室1厅 , 93.2平米 , 南 , 毛坯 , 高楼层,共25层, 板塔结合
碧桂园暨阳府 精装修 四室2厅两卫 三房朝南 采光好,碧桂园暨阳府 ,澄江街道, 200万,"13,912元/平",4室2厅 , 143.77平米 , 南 , 精装 , 高楼层,共18层, 板楼
翰庭好房出售看房有钥匙提前约看房,盈嘉翰庭 ,澄江街道, 108万,"11,429元/平",2室1厅 , 94.5平米 , 南 北 , 毛坯 , 低楼层,共13层, 塔楼
绿园新村4楼 采光充足 有自行车库 产权清晰 房东诚售,绿园新村(江阴市) ,澄江街道, 179.8万,"27,662元/平",2室1厅 , 65平米 , 南 , 简装 , 中楼层,共5层, 暂无数据
步行街大复式 花园巷小区 精装修 业主诚心出售,花园巷小区 ,澄江街道, 258万,"10,452元/平",5室2厅 , 246.85平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
此房南北通风，户型方正，格局好交通便利，环境清静,万科时代都会 ,澄江街道, 245万,"19,013元/平",3室2厅 , 128.86平米 , 南 北 , 精装 , 低楼层,共9层, 暂无数据
城南成熟品质小区好房 配套成熟 出行方便,恒大帝景 ,澄江街道, 186.8万,"13,108元/平",3室2厅 , 142.51平米 , 南 , 精装 , 低楼层,共33层, 塔楼
两室两厅一卫，楼层好，采光好，位置佳,颐安雅苑 ,澄江街道, 125万,"12,377元/平",3室2厅 , 101平米 , 南 , 简装 , 高楼层,共10层, 暂无数据
户型方正， 采光无遮挡，随时可看房,颐河绿苑 ,澄江街道, 150万,"10,342元/平",3室2厅 , 145.05平米 , 南 , 精装 , 高楼层,共6层, 塔楼
出行便利 小区离市步行街1.5公里左右，交通便利,虹桥五村东区 ,澄江街道, 142万,"20,142元/平",2室1厅 , 70.5平米 , 南 , 简装 , 低楼层,共6层, 板楼
天虹苑 2室1厅 南,天虹苑 ,澄江街道, 130万,"14,294元/平",2室1厅 , 90.95平米 , 南 , 精装 , 高楼层,共32层, 暂无数据
南北通两房，精装修，高层采光视野好,壹号公馆 ,澄江街道, 132万,"12,322元/平",2室2厅 , 107.13平米 , 南 北 , 精装 , 高楼层,共22层, 板楼
米兰阳光花苑洋房 居住舒适   楼层采光充足,米兰阳光花苑 ,璜土镇, 66万,"6,327元/平",3室1厅 , 104.32平米 , 南 , 毛坯 , 高楼层,共6层, 暂无数据
满两年，南北通风，楼层好，房东诚心出售,贯庄小区一村 ,澄江街道, 90.8万,"9,545元/平",3室1厅 , 95.13平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
长山社区 楼层好 采光无遮挡 房龄新 带车库,石牌二村 ,高新区, 72万,"7,332元/平",2室2厅 , 98.2平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
市区好房，价格可议，两房两厅一厨一卫,永安一村 ,澄江街道, 69万,"9,651元/平",2室2厅 , 71.5平米 , 南 北 , 简装 , 高楼层,共6层, 暂无数据
满五唯一，南北通风，楼层好，房东诚心出售,贯庄小区一村 ,澄江街道, 90万,"9,783元/平",2室2厅 , 92平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
庙巷新村，三室一厅一卫，老式精装,庙巷新村 ,澄江街道, 205.8万,"24,976元/平",3室1厅 , 82.4平米 , 南 , 简装 , 高楼层,共6层, 平房
恒大帝景 2室2厅 南,恒大帝景 ,澄江街道, 118万,"13,587元/平",2室2厅 , 86.85平米 , 南 , 精装 , 中楼层,共20层, 暂无数据
两房精装修保养好  楼层适中 得房率高,怡江城小区 ,澄江街道, 88万,"9,741元/平",2室1厅 , 90.34平米 , 东南 , 精装 , 高楼层,共16层, 板楼
满五不唯一 税费各付 精装保养好 配套成熟,怡江城小区 ,澄江街道, 79.8万,"7,890元/平",2室2厅 , 101.15平米 , 南 北 , 精装 , 高楼层,共29层, 板塔结合
爱家尊邸，精装修叠墅，户型方正，采光好,爱家尊邸  ,云亭街道, 428万,"24,395元/平",4室2厅 , 175.45平米 , 南 北 , 精装 ,,, 板塔结合
配套设施齐全 旁边就是温德姆酒店，精装修，价格可谈,长晟豪生环球公寓 ,澄江街道, 85万,"6,968元/平",2室2厅 , 122平米 , 南 , 其他 , 中楼层,共20层, 板塔结合
：南北通风格局 交通便利 配套齐全,中北新村(江阴市) ,澄江街道, 128万,"11,324元/平",2室2厅 , 113.04平米 , 南 北 , 简装 , 中楼层,共6层, 暂无数据
成熟小区，配套齐全。户型方正，价格美丽，含自库。,小河二村 ,澄江街道, 78万,"9,201元/平",3室1厅 , 84.78平米 , 南 , 简装 , 中楼层,共5层, 板塔结合
精装修带60平院子，保养好，看房方便,港城名邸 ,澄江街道, 165万,"11,529元/平",3室1厅 , 143.12平米 , 南 北 , 精装 , 低楼层,共12层, 板塔结合
业主自住装修，基本未住， 采光充足 视野开阔,浮桥家苑三期 ,澄江街道, 118万,"12,254元/平",2室2厅 , 96.3平米 , 南 , 精装 , 低楼层,共12层, 板塔结合
复式结构72+51精装修看房方便,颐河绿苑 ,澄江街道, 142.8万,"11,610元/平",4室2厅 , 123平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
中奥光年毛坯三房，看房随时，好位置,中奥光年 ,青阳镇, 120万,"10,861元/平",3室2厅 , 110.49平米 , 南 , 毛坯 , 中楼层,共18层, 暂无数据
小区位置很好，物业管理很好 .....,嘉福花园洋房 ,南闸街道, 149万,"10,424元/平",3室2厅 , 142.95平米 , 南 , 精装 , 中楼层,共13层, 暂无数据
宏基国际 4室1厅 南,宏基国际 ,南闸街道, 208万,"9,922元/平",4室1厅 , 209.65平米 , 南 , 其他 ,,, 暂无数据
兰樾雅院精装三房南北通风三开间朝南,兰樾雅院 ,临港经济开发区, 69万,"7,314元/平",3室2厅 , 94.34平米 , 南 , 精装 , 中楼层,共27层, 暂无数据
小区位置很好，物业管理很好......,宏基国际 ,南闸街道, 125万,"9,260元/平",3室2厅 , 134.99平米 , 南 , 精装 , 低楼层,共17层, 暂无数据
嘉福花园，楼层佳，户型方正，南北通风采光全天无遮挡,嘉福花园洋房 ,南闸街道, 160万,"11,599元/平",3室2厅 , 137.95平米 , 南 , 精装 , 高楼层,共11层, 暂无数据
峭岐，中南海棠湾，户型方正，通风性好,中南海棠湾 ,峭岐镇, 115万,"7,984元/平",3室2厅 , 144.04平米 , 南 北 , 毛坯 , 中楼层,共9层, 暂无数据
此房满二，户型方正，楼层好，价格可谈,小河二村 ,澄江街道, 72.5万,"8,552元/平",2室2厅 , 84.78平米 , 南 , 精装 , 低楼层,共6层, 暂无数据
徐霞客地铁站旁 一梯一户 通透3房,中奥光年 ,青阳镇, 115万,"10,009元/平",3室2厅 , 114.9平米 , 南 , 毛坯 , 低楼层,共18层, 暂无数据
红豆全新毛坯  视野开阔 房龄新 自持物业,红豆香江华府 ,临港经济开发区, 129.8万,"9,470元/平",4室2厅 , 137.07平米 , 南 , 毛坯 , 低楼层,共32层, 塔楼
小区位置很好，物业管理很好.......,东舜华府 ,南闸街道, 118.8万,"9,985元/平",3室2厅 , 118.98平米 , 南 , 毛坯 , 中楼层,共18层, 暂无数据
幸福华都，次新房，双阳台，小区环境好,幸福·华都 ,澄江街道, 128万,"12,545元/平",2室1厅 , 102.04平米 , 南 , 毛坯 , 低楼层,共32层, 板楼
城南优质地块，贼大楼间距，高区视野开阔,长江天悦府 ,澄江街道, 238万,"18,865元/平",3室2厅 , 126.16平米 , 南 , 精装 , 高楼层,共29层, 暂无数据
城南精装修现房，双阳台四开间朝南,长江天悦府 ,澄江街道, 335万,"19,221元/平",4室2厅 , 174.29平米 , 南 , 精装 , 低楼层,共31层, 暂无数据
怡江城小区 6室2厅 南,怡江城小区 ,澄江街道, 108.8万,"4,534元/平",6室2厅 , 240平米 , 南 , 毛坯 , 高楼层,共5层, 暂无数据
万达商圈 配套成熟交通便利环境优美,长江御珑府 ,澄江街道, 308万,"21,063元/平",4室2厅 , 146.23平米 , 南 , 毛坯 , 中楼层,共6层, 暂无数据
天鹤六村，位置好，户型好，诚心出售,天鹤六村 ,澄江街道, 136万,"10,162元/平",4室2厅 , 133.84平米 , 南 , 简装 , 高楼层,共4层, 暂无数据
滨江二村 2室2厅 南 北,滨江二村 ,澄江街道, 63.8万,"9,027元/平",2室2厅 , 70.68平米 , 南 北 , 简装 , 高楼层,共6层, 板楼
带精装地下室，带个小花园，保养新，业主急售,长江国际 ,澄江街道, 175万,"12,292元/平",3室2厅 , 142.38平米 , 南 北 , 精装 , 低楼层,共26层, 板塔结合
满两年，南北通风，楼层好，房东诚心出售,贯庄小区一村 ,澄江街道, 99.8万,"10,800元/平",3室1厅 , 92.41平米 , 南 , 精装 , 低楼层,共7层, 板塔结合
此房满两年，精装修，中间楼层，采光好,香樟花园 ,澄江街道, 170万,"11,889元/平",3室2厅 , 143平米 , 南 , 简装 , 中楼层,共15层, 板楼
天安小户型毛坯房 价格实惠  方便看房,天安城市花园 ,高新区, 66.8万,"7,654元/平",2室1厅 , 87.28平米 , 南 , 毛坯 , 中楼层,共18层, 平房
江阴澄堡精装看房方便有钥匙随时看,澄堡 ,澄江街道, 138万,"14,611元/平",2室2厅 , 94.45平米 , 南 , 精装 , 低楼层,共33层, 塔楼
洋房全新毛坯，户型方正，采光好得房率高,融创敔山桃源 ,云亭街道, 165万,"13,948元/平",4室1厅 , 118.3平米 , 南 , 毛坯 , 中楼层,共6层, 暂无数据
交通便利 配套设施齐全 小区内道路较为宽敞，停车方便,MOL尔家公馆 ,澄江街道, 58万,"11,021元/平",1室1厅 , 52.63平米 , 北 , 精装 , 低楼层,共19层, 暂无数据
房子高楼层，视野好，交通便利，街道繁华,花园三村北区 ,澄江街道, 105万,"12,326元/平",2室1厅 , 85.19平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
装修保养好，位置好，环境好三朝南,金色水岸 ,澄江街道, 179.8万,"10,886元/平",3室2厅 , 165.18平米 , 南 北 , 简装 , 高楼层,共18层, 暂无数据
城东高新区天安城市花园洋房全新毛坯诚心出售,天安城市花园 ,高新区, 100万,"8,515元/平",3室2厅 , 117.44平米 , 南 , 毛坯 , 中楼层,共6层, 暂无数据
楼层好，采光好，精装拎包入住。。。,阳光假日花园 ,澄江街道, 138万,"12,779元/平",3室1厅 , 107.99平米 , 南 , 精装 , 高楼层,共27层, 平房
黄山小区，船厂公园旁，采光好，交通便利,黄山小区 ,澄江街道, 115万,"12,171元/平",3室1厅 , 94.49平米 , 南 , 简装 , 中楼层,共7层, 暂无数据
刚交付品质小区 次新房 毛坯 视野好 户型方正,碧桂园·翡翠湾 ,澄江街道, 142万,"11,749元/平",3室2厅 , 120.87平米 , 南 , 毛坯 , 高楼层,共18层, 塔楼
城东高新区，星河二期，精装三大件，楼层好，税各付,星河国际二区 ,高新区, 195万,"16,293元/平",3室2厅 , 119.69平米 , 南 北 , 精装 , 中楼层,共18层, 暂无数据
交通便利，视眼开阔，生活便利，前后开阔,长江万悦城 ,澄江街道, 152.8万,"12,455元/平",3室2厅 , 122.69平米 , 南 北 , 精装 , 中楼层,共26层, 板塔结合
华泰御花园，采光充足，交通便利,华泰御花园 ,澄江街道, 158.8万,"10,176元/平",3室2厅 , 156.06平米 , 南 北 , 简装 , 高楼层,共6层, 暂无数据
碧桂园星宸公寓，平层。小面积公寓。,碧桂园星宸 ,澄江街道, 22.8万,"5,561元/平",1室1厅 , 41平米 , 北 , 毛坯 , 高楼层,共20层, 暂无数据
恒大帝景 精装修 家具家电齐全 基本为住 看房有密码,恒大帝景 ,澄江街道, 170万,"12,879元/平",3室2厅 , 132平米 , 南 , 精装 , 低楼层,共33层, 板楼
房子中楼层，小三房，通透户型，街道繁华,虹桥五村东区 ,澄江街道, 168万,"16,953元/平",3室1厅 , 99.1平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
急售!绿城水岸毛坯俩房 楼层好 位置好,绿城水岸 ,云亭街道, 68万,"8,146元/平",2室2厅 , 83.48平米 , 北 南 , 毛坯 , 高楼层,共28层, 板塔结合
房东诚售，价格好商量，看中私聊哦,锦隆三村北区 ,澄江街道, 104万,"7,969元/平",3室2厅 , 130.52平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
外滩名门 精装 保养好 拎包入住,外滩名门 ,澄江街道, 135万,"14,060元/平",2室2厅 , 96.02平米 , 南 , 精装 , 低楼层,共16层, 暂无数据
视野开阔全天采光位置佳出行方便,幸福·华都 ,澄江街道, 135万,"13,231元/平",2室2厅 , 102.04平米 , 南 , 精装 , 高楼层,共32层, 板楼
澄南花苑，两朝南，楼层比较高，阳光也比较充足,澄南花苑 ,澄江街道, 90万,"9,748元/平",2室2厅 , 92.33平米 , 南 , 毛坯 , 高楼层,共27层, 暂无数据
大三房，适合一家三代，单价7千可谈,绮山路127弄 ,澄江街道, 106万,"7,473元/平",3室2厅 , 141.85平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
此房南北通风，户型方正，格局好交通便利，环境清静,万科时代都会 ,澄江街道, 310万,"18,158元/平",4室2厅 , 170.73平米 , 南 , 毛坯 , 低楼层,共9层, 暂无数据
芙蓉华都   采光充足   配套齐全,芙蓉華都 ,澄江街道, 97万,"10,346元/平",2室1厅 , 93.76平米 , 南 , 简装 , 高楼层,共8层, 暂无数据
富达花园是城西的动迁安置房 配套设施完善,富达花园 ,澄江街道, 95万,"11,151元/平",2室2厅 , 85.2平米 , 南 , 毛坯 , 中楼层,共14层, 板塔结合
城南板块精装出售，楼层好，采光佳，户型方正,长江天悦府 ,澄江街道, 240万,"18,649元/平",3室2厅 , 128.7平米 , 南 北 , 精装 , 中楼层,共27层, 暂无数据
背山面水，户型方正，离医院近，配套齐全,藏品裕院 ,云亭街道, 160万,"13,331元/平",3室2厅 , 120.03平米 , 南 , 精装 , 高楼层,共32层, 板塔结合
房东诚售江东花苑毛坯大户，户型采光好无遮挡,江东花苑 ,周庄镇, 115万,"8,048元/平",3室2厅 , 142.91平米 , 南 , 毛坯 , 中楼层,共11层, 暂无数据
虹桥新天地，中间楼层，保养好，业主急售,虹桥新天地南楼住宅楼 ,澄江街道, 190万,"13,894元/平",3室1厅 , 136.75平米 , 南 北 , 简装 , 低楼层,共29层, 暂无数据
楼层好，采光好。业主诚心出售，全新毛坯,通渡花苑二区 ,澄江街道, 162万,"12,205元/平",3室2厅 , 132.74平米 , 南 , 毛坯 , 高楼层,共10层, 暂无数据
"东方wang府，精装修拎包入住，好楼层,随时看",金科东方王府 ,云亭街道, 165万,"11,642元/平",3室2厅 , 141.74平米 , 南 北 , 精装 , 高楼层,共33层, 板楼
视野开阔，三朝南房间，中间楼层，户型好,新河天地 ,澄江街道, 180万,"12,756元/平",3室2厅 , 141.12平米 , 南 , 毛坯 , 中楼层,共28层, 板塔结合
南菁高中旁 纯毛坯 楼层居高 视野开阔小区环境好,敔山湾花园 ,云亭街道, 79.8万,"7,766元/平",2室2厅 , 102.76平米 , 南 , 毛坯 , 低楼层,共10层, 板塔结合
碧桂园白鹭湾精装修省时省力，大楼间距采光好..,江阴碧桂园白鹭湾 ,高新区, 115万,"11,985元/平",3室2厅 , 95.96平米 , 南 , 精装 , 中楼层,共30层, 塔楼
融创江南御园纯毛坯洋房，位置好，楼层佳，采光无遮挡,融创江南御园 ,高新区, 79万,"7,259元/平",4室1厅 , 108.84平米 , 南 , 简装 , 低楼层,共11层, 板塔结合
小河一村 2室1厅 南,小河一村 ,澄江街道, 68万,"8,969元/平",2室1厅 , 75.82平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
长江御园精装三房中间楼层看房方便,長江御園 ,澄江街道, 208万,"14,892元/平",3室2厅 , 139.68平米 , 南 , 精装 , 中楼层,共26层, 板塔结合
小区位置很好，物业管理很好.......,宏基名城 ,南闸街道, 82.8万,"8,653元/平",2室1厅 , 95.69平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
满两年，南北通风，交通便利。配套设施齐全,江城家园南区 ,澄江街道, 108.8万,"11,442元/平",2室1厅 , 95.09平米 , 南 北 , 简装 , 中楼层,共6层, 板塔结合
阳光假日花园 4室2厅 南,阳光假日花园 ,澄江街道, 238万,"16,645元/平",4室2厅 , 142.99平米 , 南 , 精装 , 低楼层,共18层, 暂无数据
华润置地江湾城 3室2厅 东,华润置地江湾城 ,澄江街道, 188万,"16,463元/平",3室2厅 , 114.2平米 , 东 , 其他 , 中楼层,共26层, 暂无数据
次新品质小区 毛坯 户型方正 位置好,碧桂园·翡翠湾 ,澄江街道, 140万,"11,363元/平",3室2厅 , 123.21平米 , 南 , 毛坯 , 低楼层,共18层, 暂无数据
三开间朝南格局 毛坯房.视野好看房方便,运河世家 ,澄江街道, 127万,"12,829元/平",3室2厅 , 99平米 , 南 北 , 毛坯 , 高楼层,共33层, 板塔结合
周庄复式大平层 居住舒适度高 全天采光 空中别墅,一品城 ,周庄镇, 1210万,"20,698元/平",8室3厅 , 584.62平米 , 东南 , 毛坯 , 中楼层,共34层, 塔楼
新上房源5室2厅2卫一厨看看房有密码,弘阳昕悦府 ,云亭街道, 115万,"7,999元/平",5室2厅 , 143.77平米 , 南 , 毛坯 , 高楼层,共6层, 暂无数据
春麓苑小区 中间楼层采光充足 房东诚心出售,春麓苑小区1-8单元 ,澄江街道, 140.8万,"14,543元/平",2室2厅 , 96.82平米 , 南 , 毛坯 , 中楼层,共17层, 塔楼
三开间朝南，双阳台，中间位置，毛坯房,金宸国际花园 ,澄江街道, 160万,"12,565元/平",3室2厅 , 127.34平米 , 南 北 , 毛坯 , 低楼层,共11层, 板塔结合
南北通风格局 看房方便 户型正 自住 保养好,港城名邸 ,澄江街道, 158.8万,"11,105元/平",3室2厅 , 143平米 , 南 北 , 精装 , 中楼层,共11层, 板塔结合
财盛新村好楼层飞机户型出售，有自库 看房提前联系,财盛新村 ,澄江街道, 85万,"9,551元/平",3室1厅 , 89平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
南北通风，两房朝南，全新装修，楼层好，位置佳。,南都苑北区 ,澄江街道, 100万,"10,862元/平",2室2厅 , 92.07平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
低楼层视野好，出脚方便，精装小三房，刚需入手！,恒大御景 ,澄江街道, 158万,"14,407元/平",3室1厅 , 109.67平米 , 南 , 精装 , 低楼层,共23层, 塔楼
一室一卫精装民用水电出脚方便房东急售,米公馆 ,澄江街道, 45万,"13,385元/平",1室0厅 , 33.62平米 , 东 , 精装 , 低楼层,共19层, 板楼
满五唯一，品质装修，配套齐全，生活便利。,爱家·尊邸 ,云亭街道, 108万,"12,252元/平",2室1厅 , 88.15平米 , 南 , 精装 , 低楼层,共18层, 平房
城南叠墅 上叠交通便捷 价格美丽 无缺陷,碧桂园·翡翠湾 ,澄江街道, 278万,"16,728元/平",4室2厅 , 166.19平米 , 南 , 毛坯 , 中楼层,共4层, 暂无数据
出行方便，采光充足，全新精装修,虹桥二村 ,澄江街道, 130万,"20,583元/平",2室1厅 , 63.16平米 , 南 北 , 精装 , 高楼层,共6层, 暂无数据
一室一厅小户型，南北通风，看房方便,团结家园 ,高新区, 52万,"8,672元/平",1室1厅 , 59.97平米 , 南 北 , 简装 , 中楼层,共11层, 塔楼
阳光假日花园  精装 保养好  看房提前联系,阳光假日花园 ,澄江街道, 100万,"16,370元/平",2室1厅 , 61.09平米 , 南 , 精装 , 中楼层,共18层, 板楼
此房户型方正 洋房总高6层 小区楼间距宽,天安城市花园 ,高新区, 140万,"9,603元/平",4室2厅 , 145.79平米 , 南 , 毛坯 , 低楼层,共6层, 平房
敔山湾花园 朝南小户 拎包入住 诚心出售,敔山湾花园 ,云亭街道, 53万,"9,914元/平",1室1厅 , 53.46平米 , 南 , 精装 , 低楼层,共9层, 暂无数据
朝南车库可以做生意中间楼层南北通透,西园一村 ,澄江街道, 82万,"10,743元/平",2室1厅 , 76.33平米 , 南 北 , 简装 , 中楼层,共6层, 暂无数据
户型方正南北通风 配套成熟，交通方便,蔚蓝滨江 ,澄江街道, 130万,"9,360元/平",3室2厅 , 138.9平米 , 南 北 , 毛坯 , 低楼层,共31层, 板塔结合
通渡花园二区复式，二室二厅，拎包入住,通渡花园二区 ,澄江街道, 65万,"13,425元/平",2室2厅 , 48.42平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
三开朝南，中间楼层，全天采光。,长江天宸 ,澄江街道, 165万,"16,011元/平",2室1厅 , 103.06平米 , 南 北 , 毛坯 , 低楼层,共26层, 暂无数据
全新毛坯次新房，户型方正大三居，高楼层采光好,首创瑞府 ,云亭街道, 105万,"9,379元/平",3室2厅 , 111.96平米 , 南 北 , 毛坯 , 高楼层,共34层, 暂无数据
银城长江赋 精装洋房 好楼层 位置好 全天采光,银城·长江赋 ,高新区, 120万,"10,211元/平",3室2厅 , 117.53平米 , 南 北 , 精装 , 低楼层,共27层, 板塔结合
剪金新村 ，三朝南 ，简装，采光好，看房方便,剪金新村 ,澄江街道, 175万,"21,675元/平",2室1厅 , 80.74平米 , 南 , 简装 , 低楼层,共3层, 暂无数据
三阳台，全天采光，精装带地暖，大横厅设计，诚心出售,敔山公元 ,云亭街道, 200万,"15,595元/平",3室2厅 , 128.25平米 , 南 北 , 精装 , 高楼层,共18层, 暂无数据
新华一村 3室2厅 南,新华一村 ,澄江街道, 109.8万,"15,461元/平",3室2厅 , 71.02平米 , 南 , 精装 , 中楼层,共6层, 暂无数据
采光无遮挡，视野开阔，前后双阳台,黄山华都 ,澄江街道, 288万,"16,437元/平",3室2厅 , 175.22平米 , 南 北 , 毛坯 , 高楼层,共22层, 暂无数据
中南水云间，毛坯洋房，户型方正，楼层好采光佳,中南水云间 ,云亭街道, 132万,"11,463元/平",3室2厅 , 115.16平米 , 南 北 , 毛坯 , 高楼层,共11层, 暂无数据
采光无遮挡，视野开阔，前后双阳台,黄山华都 ,澄江街道, 298万,"20,854元/平",3室2厅 , 142.9平米 , 南 北 东 , 毛坯 , 中楼层,共26层, 板楼
小区新，电梯房，南北通风，交通便利。配套设施齐全,江城家园北区 ,澄江街道, 158.8万,"10,732元/平",3室2厅 , 147.98平米 , 南 , 毛坯 , 中楼层,共14层, 暂无数据
恒大翡翠精装，三开间朝南，急售108一口价,恒大翡翠华庭 ,云亭街道, 108万,"10,696元/平",3室2厅 , 100.98平米 , 南 北 , 精装 , 低楼层,共21层, 板塔结合
城东高新区 蟠龙湾精装房 中间楼层拎包入住 位置好,蟠龙湾 ,高新区, 70万,"8,683元/平",2室1厅 , 80.62平米 , 南 北 , 精装 , 中楼层,共9层, 板楼
干净清爽 电梯已装好，带一个可种菜的院子,名雅居新华二村 ,澄江街道, 208万,"12,885元/平",5室2厅 , 161.44平米 , 南 , 简装 , 低楼层,共5层, 板楼
壹号院洋房，户型位置好，三朝南，不靠马路位置佳,中梁壹号院 ,澄江街道, 219.8万,"18,231元/平",4室2厅 , 120.57平米 , 南 , 毛坯 , 中楼层,共8层, 暂无数据
南北通风，两房朝南，楼层好，位置佳,南都苑南区 ,澄江街道, 75万,"10,607元/平",2室1厅 , 70.71平米 , 南 北 , 简装 , 高楼层,共6层, 板塔结合
城南热门三房，楼间距大，绿化高，采光好,金宸国际花园 ,澄江街道, 196.8万,"13,274元/平",3室2厅 , 148.27平米 , 南 北 , 毛坯 , 中楼层,共18层, 板塔结合
三开间朝南格局 精装修. 随时能看房,运河世家 ,澄江街道, 150万,"15,197元/平",3室2厅 , 98.71平米 , 南 , 精装 , 中楼层,共33层, 暂无数据
杨岸花苑 户型方正，精装修自住地暖风管，一中好上学,杨岸花苑 ,澄江街道, 138万,"10,369元/平",3室2厅 , 133.09平米 , 南 , 精装 , 高楼层,共6层, 板塔结合
房东诚心出售！看房方便！！！！！！！！,融创玉兰公馆 ,澄江街道, 218万,"15,301元/平",4室1厅 , 142.48平米 , 南 , 毛坯 , 低楼层,共33层, 板楼
房东要求净价，， 实用面积大 配套成熟， 装修保养好,天鹤六村 ,澄江街道, 68万,"11,097元/平",2室1厅 , 61.28平米 , 南 北 , 简装 , 高楼层,共6层, 暂无数据
虹桥四村空户口 保养新 房东诚心出售,虹桥四村 ,澄江街道, 208万,"24,471元/平",2室1厅 , 85平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
户型通透 格局采光好 配套设施齐全 交通便利,黄山小区 ,澄江街道, 189万,"9,333元/平",4室2厅 , 202.51平米 , 南 , 毛坯 , 高楼层,共7层, 暂无数据
户型方正，格局好，采光佳，配套齐全,兴澄锦苑西区 ,澄江街道, 235.8万,"16,429元/平",3室2厅 , 143.53平米 , 南 , 简装 , 中楼层,共25层, 板塔结合
小河一村总价低，产证满二，看房方便,小河一村 ,澄江街道, 90万,"9,517元/平",3室1厅 , 94.57平米 , 南 北 , 简装 , 高楼层,共5层, 暂无数据
车路上一楼，车库改厨房，屋内精装，干净保养好,永安四村 ,澄江街道, 130万,"9,661元/平",3室2厅 , 134.57平米 , 南 , 精装 , 低楼层,共6层, 暂无数据
毛坯复式叠，环境优雅小区安静，近综合体,爱家·尊邸 ,云亭街道, 290万,"16,507元/平",4室2厅 , 175.69平米 , 南 , 毛坯 , 中楼层,共5层, 暂无数据
刚需两房，家具家电齐全，有钥匙方便看房,江阴碧桂园白鹭湾 ,高新区, 80万,"8,808元/平",2室1厅 , 90.83平米 , 南 , 简装 , 低楼层,共30层, 塔楼
四朝南开间，带地暖，视野好，小区中间位置！,碧桂园暨阳府紫宸 ,澄江街道, 205万,"14,356元/平",4室1厅 , 142.8平米 , 南 , 精装 , 高楼层,共18层, 板楼
此房满五唯一，格局通透，楼层好，采光充足，视野宽阔,文富花苑二区 ,澄江街道, 110万,"8,226元/平",3室2厅 , 133.73平米 , 南 , 简装 , 高楼层,共6层, 暂无数据
中南二期，精装地暖空调新风，全天采光，随时看,中南樾府 ,云亭街道, 180万,"12,181元/平",4室2厅 , 147.78平米 , 南 , 精装 , 高楼层,共15层, 暂无数据
融创玉兰公馆 3室2厅 南,融创玉兰公馆 ,澄江街道, 160万,"14,497元/平",3室2厅 , 110.37平米 , 南 , 毛坯 , 低楼层,共33层, 板塔结合
滨江中路185号 3室1厅 南 北,滨江中路185号 ,澄江街道, 110万,"11,251元/平",3室1厅 , 97.77平米 , 南 北 , 简装 , 中楼层,共6层, 暂无数据
户型方正，交通便利，一楼有院子，位置挺好的,上丰小区 ,澄江街道, 86万,"14,913元/平",2室1厅 , 57.67平米 , 南 , 简装 , 低楼层,共4层, 暂无数据
此房满2，小区位置好。房子位于小区前排，采光好,芙蓉華都 ,澄江街道, 98万,"12,176元/平",2室1厅 , 80.49平米 , 南 , 精装 , 中楼层,共8层, 暂无数据
精装洋房 户型方正 采光充足 楼层好 位置佳 南北通风,上海花园 ,高新区, 100万,"11,311元/平",2室1厅 , 88.41平米 , 南 , 精装 , 高楼层,共9层, 暂无数据
