标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
婚装房，3房改2房，诚心出售，看房方便,阳光100阿尔勒 ,西漳, 120万,"13,329元/平",3室2厅 , 90.03平米 , 南 , 精装 , 中楼层,共34层, 板楼
天一學府旁 地铁西漳站畔 背靠西漳公园和寺头公交总站,寺头家园三期 ,西漳, 69万,"10,514元/平",2室1厅 , 65.63平米 , 南 , 简装 , 中楼层,共30层, 板塔结合
西溪碧桂园自住精装修三房，边套户型，通透性好,西溪碧桂园 ,钱桥, 125万,"13,981元/平",3室2厅 , 89.41平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
满屋唯一 精装修 拎包入住 电梯洋房 好楼层,阳光100国际新城南区 ,刘潭, 128万,"13,437元/平",3室2厅 , 95.26平米 , 南 , 精装 , 中楼层,共10层, 板楼
林陆苑！精装两房！商品房！保养好！刘潭双地铁！,林陆苑小区 ,刘潭, 119万,"16,302元/平",2室2厅 , 73平米 , 南 , 精装 , 中楼层,共6层, 暂无数据
天奇城二期 方正通透户型 次新小区,天奇城(B座) ,洛社, 138万,"11,024元/平",3室1厅 , 125.19平米 , 南 , 毛坯 , 低楼层,共18层, 板楼
万科天一新著四叶草户型，房东诚心卖,万科天一新著 ,西漳, 208.8万,"16,808元/平",4室2厅 , 124.23平米 , 南 , 精装 , 低楼层,共34层, 板楼
小区管理好，人车分流，绿化高，交通便利,紫苑 ,西漳, 300万,"13,091元/平",5室2厅 , 229.17平米 , 南 , 毛坯 , 高楼层,共17层, 暂无数据
万科天一新著精装3房 横厅 中间层 地铁口 学削边,万科天一新著 ,西漳, 208万,"17,739元/平",3室2厅 , 117.26平米 , 南 北 , 精装 , 中楼层,共27层, 板楼
悦尚奥特莱斯明发精装公寓，70年产权，民用水电,明发商业广场 ,西漳, 65万,"11,414元/平",2室2厅 , 56.95平米 , 南 , 精装 , 中楼层,共14层, 塔楼
丰涵毛坯大三房，无土出，楼层视野好，地铁口配套成熟,丰涵家园 ,刘潭, 135万,"11,307元/平",3室1厅 , 119.4平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
地铁口，晴山蓝城一期，自住装修，，户型正，采光佳,晴山蓝城 ,钱桥, 135万,"11,917元/平",3室2厅 , 113.29平米 , 南 , 精装 , 低楼层,共6层, 板楼
钱桥 地铁口 欣欣苑 精装修三房 南北通透 满五 随时看,欣欣苑 ,钱桥, 100万,"9,254元/平",3室2厅 , 108.07平米 , 南 北 , 精装 , 高楼层,共7层, 板楼
电梯精装房，东边套，3房朝南，拎包入住，楼层佳,溪畔橡园 ,石塘湾, 175万,"12,868元/平",4室2厅 , 136平米 , 东 西 , 精装 , 高楼层,共7层, 板楼
寺头家园 1室2厅 南,寺头家园 ,西漳, 60万,"8,847元/平",1室2厅 , 67.82平米 , 南 , 简装 , 低楼层,共28层, 板楼
此房精装修 拎包入住 房东诚心出售 看房随时方便,西溪碧桂园 ,钱桥, 118万,"13,192元/平",3室1厅 , 89.45平米 , 南 , 精装 , 低楼层,共18层, 板楼
美林湖花园精装大三房，品牌家电家具，看房方便，诚售,美林湖花园 ,钱桥, 238万,"18,894元/平",3室2厅 , 125.97平米 , 南 北 , 精装 ,,, 板楼
诚心出售，空间大得房率高，精装居住舒适度很高。,阳光100国际新城南区 ,刘潭, 89.8万,"10,070元/平",3室2厅 , 89.18平米 , 东 , 精装 , 低楼层,共28层, 板塔结合
碧桂园小三房 位置好 楼层好 诚心出售,西溪碧桂园 ,钱桥, 105万,"11,744元/平",3室1厅 , 89.41平米 , 南 北 , 简装 , 低楼层,共18层, 板楼
奥特莱斯   楼上70年产权 看房约,明发商业广场 ,西漳, 45万,"8,693元/平",1室1厅 , 51.77平米 , 北 , 简装 , 中楼层,共17层, 塔楼
万荟城 一室一厅一卫 家电家具齐全,万荟城 ,刘潭, 28万,"6,917元/平",1室1厅 , 40.48平米 , 北 , 其他 , 高楼层,共29层, 板塔结合
西溪碧桂园业主自住精装三房，有车位，看房方便,西溪碧桂园 ,钱桥, 150万,"15,734元/平",3室2厅 , 95.34平米 , 南 , 精装 , 高楼层,共18层, 板楼
天一城东区大两房，采光视野都好，装修好，交通便捷。,天一城A区东区 ,西漳, 133万,"13,238元/平",2室2厅 , 100.47平米 , 南 北 , 精装 , 低楼层,共18层, 板塔结合
精装两房满五唯一 采光充足  配套齐全 交通便利,阳光100国际新城南区 ,刘潭, 75万,"12,093元/平",2室1厅 , 62.02平米 , 南 , 精装 , 中楼层,共7层, 板塔结合
林陆苑天河小区旁新盛苑，朝南2房2楼出脚便利,新盛苑 ,刘潭, 63万,"9,884元/平",2室1厅 , 63.74平米 , 南 北 , 简装 , 低楼层,共6层, 暂无数据
户型方正，产权清晰，采光视线好,阳光100国际新城南区 ,刘潭, 146万,"11,140元/平",3室2厅 , 131.07平米 , 南 , 简装 , 中楼层,共11层, 板塔结合
省锡中分校 藕塘菜场旁 藕乐苑房东自住精装3房 价可谈,藕乐苑 ,钱桥, 95万,"6,699元/平",3室2厅 , 141.83平米 , 南 , 精装 , 中楼层,共7层, 暂无数据
户型方正，得房率高。楼层佳，视野宽阔，前后无遮挡。,天一花园 ,西漳, 140万,"13,170元/平",4室2厅 , 106.31平米 , 南 北 , 简装 , 高楼层,共5层, 板楼
沁春园 3室2厅 南,沁春园 ,西漳, 145万,"12,957元/平",3室2厅 , 111.91平米 , 南 , 精装 , 低楼层,共18层, 板楼
此房景观楼层 采光视野无遮挡 看房方便 房东诚心出售,百乐和园 ,钱桥, 195万,"15,748元/平",4室2厅 , 123.83平米 , 东南 , 毛坯 , 高楼层,共31层, 板楼
天一公馆带天然气 可两房独立卫生间和厨房有钥匙,太平洋城中城天一公馆 ,西漳, 58万,"8,337元/平",2室1厅 , 69.57平米 , 西 , 毛坯 , 高楼层,共21层, 塔楼
此房精装修 拎包入住 边套 采光好,港龙财智国际 ,钱桥, 36万,"7,018元/平",2室1厅 , 51.3平米 , 南 , 精装 , 中楼层,共21层, 塔楼
洋溪河畔，时代城旁，洋溪人家4楼精装双阳台，拎包住,洋溪人家 ,钱桥, 73万,"9,290元/平",2室2厅 , 78.58平米 , 南 , 精装 , 中楼层,共7层, 暂无数据
精装修 楼层好，采光视野好，诚心出售 ，,阳光100米娅公馆 ,西漳, 120万,"12,888元/平",2室2厅 , 93.11平米 , 南 , 精装 , 中楼层,共24层, 板楼
满五年一梯两户洋房位置安静飞机户型 南方通风,阳光100国际新城南区 ,刘潭, 190万,"13,998元/平",3室2厅 , 135.74平米 , 南 , 精装 , 低楼层,共9层, 板楼
急卖！钱桥新村 两室一厅 户型方正 采光佳 随时看房,钱桥新村 ,钱桥, 63万,"8,642元/平",2室1厅 , 72.9平米 , 南 , 简装 , 高楼层,共6层, 板楼
钱桥新村 两室一厅 两房朝南 采光充足 精装修保养好,钱桥新村 ,钱桥, 63万,"9,293元/平",2室1厅 , 67.8平米 , 南 北 , 简装 , 高楼层,共6层, 板楼
地铁口 中装三房，出行方便 价格实惠，看中在谈,欣欣山庄 ,钱桥, 85万,"9,187元/平",3室2厅 , 92.53平米 , 南 , 简装 , 高楼层,共6层, 板塔结合
产权清晰 楼层采光好， 人车分流,阳光100国际新城南区 ,刘潭, 78万,"12,944元/平",2室1厅 , 60.26平米 , 西南 西 , 精装 , 高楼层,共34层, 板塔结合
阳光100北区 大三房三开间朝南 楼层位置好,阳光100国际新城北区 ,西漳, 130万,"10,371元/平",3室2厅 , 125.35平米 , 南 北 , 简装 , 高楼层,共33层, 塔楼
大品牌开发商打造，西溪碧桂园真房源,西溪碧桂园 ,钱桥, 110万,"11,538元/平",3室2厅 , 95.34平米 , 南 , 毛坯 , 低楼层,共18层, 板楼
太平洋城中城大3房 户型方正 业主诚心出售,太平洋城中城 ,西漳, 230万,"17,540元/平",3室2厅 , 131.13平米 , 南 , 精装 , 高楼层,共18层, 板楼
赛格二期 边套 采光很好 看房随时,赛格二期 ,刘潭, 42万,"8,897元/平",2室2厅 , 47.21平米 , 东北 , 精装 , 中楼层,共23层, 板塔结合
地铁口三房 景观楼 南北通透 业主卖房回老家,美林湖花园 ,钱桥, 195万,"15,236元/平",3室2厅 , 127.99平米 , 南 北 , 精装 ,,, 板楼
水岸花城 精装修三房 户型方正 位置好 地铁口,水岸花城 ,钱桥, 145万,"11,669元/平",3室2厅 , 124.27平米 , 南 北 , 精装 , 低楼层,共18层, 板塔结合
地铁口 万荟城精装一室一厅 低价出售,万荟城 ,刘潭, 33万,"8,552元/平",1室1厅 , 38.59平米 , 南 , 精装 , 中楼层,共29层, 板楼
天一地铁口 太平洋二期毛坯三房 房东诚心出售,太平洋城中城 ,西漳, 178万,"14,352元/平",3室2厅 , 124.03平米 , 南 北 , 毛坯 , 低楼层,共24层, 板楼
万科旁大四房毛坯 可根据自己喜爱装修  商品房 无土出,寺头家园三期 ,西漳, 165万,"11,402元/平",4室2厅 , 144.72平米 , 南 , 毛坯 , 低楼层,共30层, 板塔结合
刘潭双地铁口复式挑高精装公寓 房东诚心出售,缤悦湾电商公寓 ,刘潭, 30万,"7,373元/平",1室1厅 , 40.69平米 , 西北 , 精装 , 高楼层,共22层, 板塔结合
天一學府旁 地铁西漳站畔 背靠西漳公园和寺头公交总站,寺头家园三期 ,西漳, 100万,"11,665元/平",2室2厅 , 85.73平米 , 南 , 毛坯 , 中楼层,共33层, 板楼
刘潭站100米交通方便，看房提前约，业主诚心出售,赛格二期 ,刘潭, 37万,"7,838元/平",2室1厅 , 47.21平米 , 东 , 毛坯 , 高楼层,共23层, 板塔结合
户型方正，三开间朝南，房东诚心出售,阳光100国际新城北区 ,西漳, 129.5万,"10,414元/平",3室2厅 , 124.36平米 , 南 , 精装 , 低楼层,共33层, 塔楼
精装修房子产权清晰，产证满五唯一，家电家具全留,沁春园 ,西漳, 95万,"13,524元/平",2室2厅 , 70.25平米 , 南 , 精装 , 低楼层,共18层, 板楼
双地铁口 林陆苑两房 86.74平 125万 中间楼层 无遮挡,林陆苑小区三期 ,刘潭, 125万,"14,411元/平",2室2厅 , 86.74平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
天一花园 户型好 房东诚心出售 ！！！价格可谈,天一花园 ,西漳, 140万,"11,024元/平",3室2厅 , 127平米 , 南 北 , 精装 , 低楼层,共6层, 板楼
盛世翡翠苑 毛坯大三房 视野好 楼层好 看房方便,盛世翡翠苑 ,钱桥, 113万,"9,557元/平",3室2厅 , 118.24平米 , 东南 , 毛坯 , 高楼层,共17层, 暂无数据
龙栖湾 业主自住洋房 三室两厅两卫,龙栖湾 ,钱桥, 200万,"13,725元/平",3室2厅 , 145.73平米 , 南 , 精装 , 中楼层,共4层, 暂无数据
水岸花城优质三房丶户型通透丶精装修,水岸花城 ,钱桥, 138万,"10,450元/平",3室1厅 , 132.07平米 , 南 , 精装 , 低楼层,共6层, 板楼
西溪碧桂园89平，三室两厅一卫，精装修全屋智能家居,西溪碧桂园 ,钱桥, 140万,"15,652元/平",3室2厅 , 89.45平米 , 南 , 精装 , 中楼层,共18层, 板楼
欧式婚装大面积 水岸花城三室 钻石楼层 拎包入住！,水岸花城 ,钱桥, 180万,"12,986元/平",3室2厅 , 138.62平米 , 南 , 精装 , 高楼层,共18层, 板楼
寺头家园！商品房！纯毛坯！3房2卫！楼层好采光佳！,寺头家园二期 ,西漳, 140万,"11,239元/平",3室2厅 , 124.57平米 , 南 , 毛坯 , 中楼层,共26层, 板楼
楼层好视野好，业主诚心出售，，，,西溪碧桂园 ,钱桥, 110万,"11,294元/平",3室2厅 , 97.4平米 , 南 , 简装 , 低楼层,共18层, 板楼
商品房无土出 楼层好 视野开阔 采光充足 交通便利,新街家园 ,刘潭, 65万,"10,639元/平",2室1厅 , 61.1平米 , 南 , 精装 , 低楼层,共32层, 板楼
楼层好视野好，业主诚心出售，，，,西溪碧桂园 ,钱桥, 110万,"11,294元/平",3室2厅 , 97.4平米 , 南 , 简装 , 低楼层,共18层, 板楼
房东急售 价格好谈  精装修拎包入住,阳光100国际新城南区 ,刘潭, 78万,"9,501元/平",2室1厅 , 82.1平米 , 西 , 精装 , 低楼层,共26层, 板塔结合
中间位置 带车位 房东诚心出售,天一城A区 ,西漳, 380万,"13,976元/平",8室1厅 , 271.91平米 , 南 , 精装 , 高楼层,共11层, 板楼
此房交通便利，视野宽阔，采光好，格局正,晴山蓝城 ,钱桥, 160万,"11,251元/平",4室2厅 , 142.22平米 , 南 北 , 精装 , 低楼层,共11层, 塔楼
生活方便，交通便利，采光好 。,欣欣苑 ,钱桥, 125万,"10,259元/平",3室2厅 , 121.85平米 , 南 , 精装 , 中楼层,共7层, 板楼
：德院精装两房，带车位，楼层好,洛城德院 ,洛社, 105万,"11,164元/平",2室2厅 , 94.06平米 , 南 , 精装 , 高楼层,共10层, 板楼
格局好 视野开阔 阳光充足 小区绿化好 靠地铁,龙栖湾 ,钱桥, 295万,"13,618元/平",6室1厅 , 216.63平米 , 南 , 精装 , 低楼层,共3层, 塔楼
动静分离，无浪费空间高使用率，楼层好，采光充分适合,时代城（锡溪名邸） ,钱桥, 170万,"14,932元/平",3室2厅 , 113.85平米 , 南 , 精装 , 中楼层,共34层, 板塔结合
欧式婚装大面积 水岸花城三室 钻石楼层 拎包入住！,水岸花城 ,钱桥, 180万,"12,986元/平",3室2厅 , 138.62平米 , 南 , 精装 , 高楼层,共18层, 板楼
寺头家园！商品房！纯毛坯！3房2卫！楼层好采光佳！,寺头家园二期 ,西漳, 140万,"11,239元/平",3室2厅 , 124.57平米 , 南 , 毛坯 , 中楼层,共26层, 板楼
商品房无土出 楼层好 视野开阔 采光充足 交通便利,新街家园 ,刘潭, 65万,"10,639元/平",2室1厅 , 61.1平米 , 南 , 精装 , 低楼层,共32层, 板楼
太平洋城中城二期，适合改善客户，看房方便,太平洋城中城 ,西漳, 230万,"18,907元/平",3室2厅 , 121.65平米 , 南 北 , 精装 , 低楼层,共34层, 板塔结合
小区管理好，楼层好，视野宽阔，绿化高，交通便利,阳光100国际新城南区 ,刘潭, 85万,"10,383元/平",2室2厅 , 81.87平米 , 东南 , 简装 , 高楼层,共26层, 板塔结合
万科天一新著，小三房，楼层好，采光好，诚心出售,万科天一新著 ,西漳, 172万,"18,408元/平",3室2厅 , 93.44平米 , 南 , 精装 , 中楼层,共34层, 板塔结合
阿尔勒次新房 装修保养好 中间楼层采光好视野开阔,阳光100阿尔勒 ,西漳, 120万,"11,714元/平",3室2厅 , 102.45平米 , 南 北 , 精装 , 中楼层,共26层, 板楼
一梯两户 品质洋房 中间楼层 自住装修 价格可谈诚心卖,阳光100国际新城南区 ,刘潭, 95万,"10,438元/平",2室1厅 , 91.02平米 , 南 , 精装 , 中楼层,共11层, 板楼
洋房满五唯一  精装修  使用面积大,阳光100国际新城南区 ,刘潭, 95万,"11,802元/平",2室2厅 , 80.5平米 , 南 , 精装 , 低楼层,共12层, 板塔结合
阳光100北区 大三房三开间朝南 楼层位置好,阳光100国际新城北区 ,西漳, 130万,"10,371元/平",3室2厅 , 125.35平米 , 南 北 , 简装 , 高楼层,共33层, 塔楼
大品牌开发商打造，西溪碧桂园真房源,西溪碧桂园 ,钱桥, 110万,"11,538元/平",3室2厅 , 95.34平米 , 南 , 毛坯 , 低楼层,共18层, 板楼
太平洋城中城大3房 户型方正 业主诚心出售,太平洋城中城 ,西漳, 230万,"17,540元/平",3室2厅 , 131.13平米 , 南 , 精装 , 高楼层,共18层, 板楼
地铁口三房 景观楼 南北通透 业主卖房回老家,美林湖花园 ,钱桥, 195万,"15,236元/平",3室2厅 , 127.99平米 , 南 北 , 精装 ,,, 板楼
水岸花城 精装修三房 户型方正 位置好 地铁口,水岸花城 ,钱桥, 145万,"11,669元/平",3室2厅 , 124.27平米 , 南 北 , 精装 , 低楼层,共18层, 板塔结合
赛格二期 边套 采光很好 看房随时,赛格二期 ,刘潭, 42万,"8,897元/平",2室2厅 , 47.21平米 , 东北 , 精装 , 中楼层,共23层, 板塔结合
急卖！钱桥新村 两室一厅 户型方正 采光佳 随时看房,钱桥新村 ,钱桥, 63万,"8,642元/平",2室1厅 , 72.9平米 , 南 , 简装 , 高楼层,共6层, 板楼
钱桥新村 两室一厅 两房朝南 采光充足 精装修保养好,钱桥新村 ,钱桥, 63万,"9,293元/平",2室1厅 , 67.8平米 , 南 北 , 简装 , 高楼层,共6层, 板楼
沁春园 3室2厅 南,沁春园 ,西漳, 145万,"12,957元/平",3室2厅 , 111.91平米 , 南 , 精装 , 低楼层,共18层, 板楼
万科旁大四房毛坯 可根据自己喜爱装修  商品房 无土出,寺头家园三期 ,西漳, 165万,"11,402元/平",4室2厅 , 144.72平米 , 南 , 毛坯 , 低楼层,共30层, 板塔结合
刘潭双地铁口复式挑高精装公寓 房东诚心出售,缤悦湾电商公寓 ,刘潭, 30万,"7,373元/平",1室1厅 , 40.69平米 , 西北 , 精装 , 高楼层,共22层, 板塔结合
天一學府旁 地铁西漳站畔 背靠西漳公园和寺头公交总站,寺头家园三期 ,西漳, 100万,"11,665元/平",2室2厅 , 85.73平米 , 南 , 毛坯 , 中楼层,共33层, 板楼
阳光10北区 刚需  房子自住的,阳光100国际新城北区 ,西漳, 85万,"9,558元/平",2室2厅 , 88.94平米 , 东 , 精装 , 高楼层,共33层, 板塔结合
凤翔馨城 精装四房 实用面积多   房东诚心卖,凤翔馨城 ,刘潭, 140万,"15,601元/平",4室2厅 , 89.74平米 , 南 , 精装 , 高楼层,共5层, 板塔结合
藕乐苑 简装两房 包土出 ，中间楼层，随时看房,藕乐苑 ,钱桥, 83万,"11,338元/平",2室1厅 , 73.21平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
波普商品房 一梯两户一居室两厅双阳台 民水民电有燃气,阳光100国际新城南区 ,刘潭, 52万,"13,634元/平",1室1厅 , 38.14平米 , 南 , 精装 , 高楼层,共11层, 板楼
晴山蓝城二期 精装修大两房 楼层好 采光佳 随时看,水岸花城 ,钱桥, 108万,"12,063元/平",2室1厅 , 89.53平米 , 南 , 精装 , 高楼层,共6层, 暂无数据
阳光100北区2 房   看房方便 诚心出售,阳光100国际新城北区 ,西漳, 88.8万,"9,975元/平",2室2厅 , 89.03平米 , 西 , 精装 , 中楼层,共33层, 塔楼
电梯房 定销商品房无土出 中间楼层采光好 双地铁,丰涵家园 ,刘潭, 168万,"13,091元/平",4室2厅 , 128.34平米 , 南 , 精装 , 中楼层,共6层, 板楼
满五唯一，视野开阔，采光无遮挡，全新空置基本没住,阳光100国际新城北区 ,西漳, 102万,"10,428元/平",2室2厅 , 97.82平米 , 南 北 , 精装 , 中楼层,共18层, 板楼
洋房、别墅住宅区，低密度、高绿化，纯毛坯房,香缇半岛 ,钱桥, 126万,"13,759元/平",3室1厅 , 91.58平米 , 南 北 , 毛坯 , 中楼层,共11层, 板楼
融创银城 精装三房 未入住过 中上楼层 有钥匙看房,融创银城惠山国际社区 ,洛社, 130万,"12,052元/平",3室2厅 , 107.87平米 , 南 , 精装 , 中楼层,共32层, 暂无数据
新盛苑顶带阁  大落地视野采光佳  商品房无土诚心出售,新盛苑 ,刘潭, 112万,"9,835元/平",3室2厅 , 113.88平米 , 南 北 , 精装 , 高楼层,共6层, 暂无数据
太平洋毛坯大三房 楼层好 位置佳 房东诚信出售,太平洋城中城 ,西漳, 151万,"14,219元/平",3室2厅 , 106.2平米 , 南 , 毛坯 , 中楼层,共34层, 板楼
次新小区 大平层 楼层好 全天采光  诚心出售,紫苑 ,西漳, 208万,"13,608元/平",4室2厅 , 152.86平米 , 南 北 , 毛坯 , 中楼层,共17层, 板楼
此房为70年产权的住宅，民用水电，公寓式商品房,明发商业广场 ,西漳, 57万,"11,015元/平",1室1厅 , 51.75平米 , 东 东南 , 简装 , 高楼层,共17层, 塔楼
精装朝南  双地铁  诚心出售 拎包入住,万荟城 ,刘潭, 33万,"8,552元/平",1室1厅 , 38.59平米 , 南 , 精装 , 中楼层,共29层, 板塔结合
纯洋房小区人车分流小区环境好人业主素质高,阳光100阿尔勒 ,西漳, 200万,"15,621元/平",3室2厅 , 128.04平米 , 南 , 精装 , 低楼层,共11层, 板塔结合
勤新苑 、视野、采光好、 急售 随时看房,勤新苑 ,钱桥, 96.6万,"7,342元/平",3室2厅 , 131.58平米 , 南 , 简装 , 高楼层,共6层, 板楼
大两房，户型方正，采光充足，低首付，好房子,阳光100国际新城北区 ,西漳, 92万,"10,703元/平",2室2厅 , 85.96平米 , 南 , 精装 , 中楼层,共33层, 塔楼
水岸花城 精装修两房 电梯 户型方正 看房有钥匙,水岸花城 ,钱桥, 114万,"12,918元/平",2室2厅 , 88.25平米 , 南 , 精装 , 低楼层,共18层, 板楼
带车位精装大两房，拎包入住，好楼层，采光视野无遮挡,阳光100国际新城南区 ,刘潭, 75万,"10,484元/平",2室1厅 , 71.54平米 , 东 西 , 精装 , 高楼层,共28层, 板塔结合
碧桂园精装修，采光好，有钥匙看房方便,西溪碧桂园 ,钱桥, 130万,"13,743元/平",3室2厅 , 94.6平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
户型方正 楼层好采光佳 位于在地铁口,育才路 ,钱桥, 92万,"8,762元/平",3室2厅 , 105平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
阳光100  国际城  2房  拎包入住  诚心出售,阳光100国际新城南区 ,刘潭, 77万,"13,131元/平",2室1厅 , 58.64平米 , 南 , 精装 , 中楼层,共34层, 板塔结合
地铁口，春光苑精装顶楼带阁楼，包土出，看中价格可谈,春光苑 ,钱桥, 107万,"11,302元/平",3室2厅 , 94.68平米 , 南 北 , 精装 , 高楼层,共6层, 暂无数据
房东诚心出售  交通便利  欢迎带看,阳光100国际新城南区 ,刘潭, 70万,"10,591元/平",2室2厅 , 66.1平米 , 东北 , 精装 , 低楼层,共29层, 塔楼
满五唯一 晴山蓝城 顶复 采光好 精装修,晴山蓝城 ,钱桥, 138万,"9,222元/平",4室2厅 , 149.65平米 , 东南 , 简装 , 高楼层,共6层, 板楼
新街家园房龄新中高楼层 边套前排无遮挡 随时看房,新街家园 ,刘潭, 95万,"11,743元/平",2室1厅 , 80.9平米 , 南 , 精装 , 高楼层,共22层, 板楼
盛世翡翠苑    楼层好    视野好   看房方便,盛世翡翠苑 ,钱桥, 139万,"12,511元/平",3室2厅 , 111.11平米 , 南 , 精装 , 高楼层,共11层, 暂无数据
业主诚心出售 户型方正 精装自住 看房方便 楼层好,融创银城惠山国际社区 ,洛社, 135万,"13,004元/平",3室1厅 , 103.82平米 , 东南 , 精装 , 低楼层,共33层, 板楼
洛社街上新菜场旁边 顶楼复式出售 看房方便,洛社商贸城公园路 ,洛社, 75万,"3,052元/平",3室2厅 , 245.8平米 , 南 , 毛坯 , 中楼层,共5层, 暂无数据
盛世翡翠精装三房，楼层好，视野好,盛世翡翠苑 ,钱桥, 165万,"13,963元/平",3室2厅 , 118.17平米 , 东南 , 精装 , 高楼层,共18层, 暂无数据
阳光壹佰北区两房 楼层好 采光佳 诚心出售,阳光100国际新城北区 ,西漳, 87万,"10,099元/平",2室2厅 , 86.15平米 , 南 , 精装 , 中楼层,共33层, 板塔结合
时代城次新小区 精装修3房2卫好楼层！,时代城（锡溪名邸） ,钱桥, 142万,"12,493元/平",3室2厅 , 113.67平米 , 东南 , 精装 , 高楼层,共29层, 板楼
太平洋三期 地铁口 中间楼层 全天采光,太平洋城中城 ,西漳, 138万,"14,541元/平",3室2厅 , 94.91平米 , 南 , 简装 , 中楼层,共18层, 板塔结合
地铁口钱桥新村大3室1厅高楼层看房随时,钱桥新村 ,钱桥, 100万,"8,373元/平",3室2厅 , 119.44平米 , 南 , 精装 , 高楼层,共6层, 板楼
悦尚奥特莱斯明发精装公寓，70年产权，民用水电,明发商业广场 ,西漳, 65万,"11,414元/平",2室2厅 , 56.95平米 , 南 , 精装 , 中楼层,共14层, 塔楼
钱桥 地铁口 欣欣苑 精装修三房 南北通透 满五 随时看,欣欣苑 ,钱桥, 100万,"9,254元/平",3室2厅 , 108.07平米 , 南 北 , 精装 , 高楼层,共7层, 板楼
美林湖花园精装大三房，品牌家电家具，看房方便，诚售,美林湖花园 ,钱桥, 238万,"18,894元/平",3室2厅 , 125.97平米 , 南 北 , 精装 ,,, 板楼
丰涵毛坯大三房，无土出，楼层视野好，地铁口配套成熟,丰涵家园 ,刘潭, 135万,"11,307元/平",3室1厅 , 119.4平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
电梯精装房，东边套，3房朝南，拎包入住，楼层佳,溪畔橡园 ,石塘湾, 175万,"12,868元/平",4室2厅 , 136平米 , 东 西 , 精装 , 高楼层,共7层, 板楼
寺头家园 1室2厅 南,寺头家园 ,西漳, 60万,"8,847元/平",1室2厅 , 67.82平米 , 南 , 简装 , 低楼层,共28层, 板楼
此房精装修 拎包入住 房东诚心出售 看房随时方便,西溪碧桂园 ,钱桥, 118万,"13,192元/平",3室1厅 , 89.45平米 , 南 , 精装 , 低楼层,共18层, 板楼
地铁口，晴山蓝城一期，自住装修，，户型正，采光佳,晴山蓝城 ,钱桥, 135万,"11,917元/平",3室2厅 , 113.29平米 , 南 , 精装 , 低楼层,共6层, 板楼
满五唯一 产权清晰，中间楼层采光很好,阳光100国际新城南区 ,刘潭, 152万,"11,988元/平",3室2厅 , 126.8平米 , 南 , 精装 , 中楼层,共26层, 板塔结合
陈家岸新村 采光好 配套成熟 生活方便,陈家岸新村 ,钱桥, 55.5万,"9,566元/平",2室1厅 , 58.02平米 , 南 , 简装 , 高楼层,共6层, 板楼
此房为三房 的户型，楼层好，采光好，房东诚心出售,阳光100阿尔勒 ,西漳, 125万,"12,513元/平",3室2厅 , 99.9平米 , 南 , 精装 , 低楼层,共18层, 平房
中间楼层，采光通风好，精装修，小区自带幼儿园,新街家园 ,刘潭, 110万,"12,421元/平",2室2厅 , 88.56平米 , 南 北 , 精装 , 中楼层,共32层, 板塔结合
4.6挑高双地铁口 楼下什么有比价方便，小情侣的选择,赛格二期 ,刘潭, 41万,"8,685元/平",1室1厅 , 47.21平米 , 东 , 精装 , 高楼层,共23层, 板塔结合
精装修，次新小区，中高楼层，视野好,太平洋城中城 ,西漳, 170万,"17,506元/平",3室2厅 , 97.11平米 , 南 , 精装 , 高楼层,共24层, 板楼
自带独立大露台70平  精装三开间朝南  楼层好 采光好,天河小区 ,刘潭, 175万,"13,382元/平",3室2厅 , 130.78平米 , 南 北 , 精装 , 低楼层,共6层, 板楼
此房户型正南北通，精装 采光佳，房东诚心出,水岸花城 ,钱桥, 233万,"12,722元/平",4室2厅 , 183.15平米 , 南 北 , 精装 , 高楼层,共18层, 板楼
低单价南区大三房，业主诚心出售，随时看房,阳光100国际新城南区 ,刘潭, 158万,"11,030元/平",3室2厅 , 143.25平米 , 南 北 , 精装 , 高楼层,共28层, 板塔结合
春光苑 3室2厅 南,春光苑 ,钱桥, 120万,"9,241元/平",3室2厅 , 129.87平米 , 南 , 精装 , 高楼层,共18层, 暂无数据
阳光100南区 满五唯一 产权清晰，中间楼层采光很好,阳光100国际新城南区 ,刘潭, 83万,"10,139元/平",2室1厅 , 81.87平米 , 西南 , 精装 , 高楼层,共26层, 板塔结合
百乐和园 自住60万精装大三房家电全留 全天采光视野好,百乐和园 ,钱桥, 258万,"19,050元/平",3室2厅 , 135.44平米 , 南 , 精装 , 高楼层,共34层, 板楼
明发广场奥特莱斯楼上 8万即可入住,明发商业广场 ,西漳, 45万,"9,417元/平",1室1厅 , 47.79平米 , 西南 北 , 简装 , 高楼层,共17层, 塔楼
自住精装   诚心出售 方便看房  楼层好 位置佳,西溪碧桂园 ,钱桥, 163万,"14,142元/平",3室2厅 , 115.26平米 , 东南 , 精装 , 中楼层,共18层, 板楼
