标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
博大纯毛坯 两房 中上楼层 视野开阔 看房方便,博大假日广场 ,长广溪/大学城, 160万,"16,426元/平",2室2厅 , 97.41平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
通透宽敞明亮，远离高架，小区中间位置,融创蓝山印象 ,融创文化旅游城, 150万,"15,840元/平",3室2厅 , 94.7平米 , 南 , 毛坯 , 高楼层,共17层, 板楼
视野宽阔，交通便利，楼下地铁口，精装修总价低,红星大都汇 ,长广溪/大学城, 55万,"14,440元/平",2室1厅 , 38.09平米 , 东 , 精装 , 中楼层,共17层, 塔楼
户型方正，小区环境好，房龄新，享独立门厅设计。,融创蓝山印象 ,融创文化旅游城, 140万,"15,132元/平",2室1厅 , 92.52平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
苏宁悦城 前排小三房 视野佳 全天采光 简装 随时看,苏宁悦城悦园A区 ,塘铁桥, 230万,"24,628元/平",3室2厅 , 93.39平米 , 南 , 简装 , 高楼层,共33层, 板楼
万科海上传奇，精装三房，三开间朝南，装修保养全新。,万科海上传奇 ,万象城/东绛, 249万,"25,308元/平",3室2厅 , 98.39平米 , 南 , 精装 , 中楼层,共34层, 板楼
此房满2年，业主诚心卖房，采光无遮挡,万科海上传奇 ,万象城/东绛, 180万,"18,831元/平",3室2厅 , 95.59平米 , 南 , 精装 , 高楼层,共34层, 板楼
贝壳真房源南北通风小区环境好不吃差价,金色江南集景花园 ,荣巷, 268万,"18,730元/平",3室2厅 , 143.09平米 , 南 , 简装 , 低楼层,共10层, 板楼
满五唯一税费少  一梯两户 中间楼层 采光好可看房,天鹅湖花园A区 ,长广溪/大学城, 230万,"22,249元/平",2室2厅 , 103.38平米 , 南 , 精装 , 中楼层,共11层, 板楼
带车位 溪湾雅苑三区大三房，采光无遮挡，户型方正。,融创蓝山印象 ,融创文化旅游城, 195万,"16,925元/平",3室2厅 , 115.22平米 , 南 , 毛坯 , 低楼层,共15层, 板楼
网红街 地理位置好 两房朝南 采光好 房东诚心出售,溪南新村（稻香路） ,新体育中心, 85万,"12,409元/平",2室1厅 , 68.5平米 , 南 , 精装 , 高楼层,共7层, 板楼
户型方正，客户朝南，采光无影响，拎包入住,太湖国际二街区-星辉塞纳 ,万象城/东绛, 180万,"20,036元/平",2室2厅 , 89.84平米 , 南 , 毛坯 , 低楼层,共18层, 板楼
银河湾 联排别墅 中间套 前后小花园  长广溪公园,银河湾 ,长广溪/大学城, 878万,"46,182元/平",5室2厅 , 190.12平米 , 南 , 毛坯 , 低楼层,共3层, 暂无数据
威尼斯花园别墅区里的住宅总价低已改2房精装修,太湖威尼斯花园 ,长广溪/大学城, 125万,"19,084元/平",2室1厅 , 65.5平米 , 南 , 精装 , 中楼层,共9层, 板楼
富力精装3房，好楼层，看房方便,富力十号B区 ,万象城/东绛, 338万,"27,685元/平",3室2厅 , 122.09平米 , 南 北 , 精装 , 中楼层,共18层, 板楼
雪溪苑90平自住精装两房两房朝南中上楼层采光视野贼好,雪溪苑A区 ,融创文化旅游城, 105万,"11,715元/平",2室2厅 , 89.63平米 , 南 北 , 精装 , 中楼层,共24层, 板楼
经开区  环境优美  保养新 配套齐全  品质物业,万科信成道三期 ,海岸城/市民中心, 145万,"20,014元/平",1室1厅 , 72.45平米 , 南 , 简装 , 低楼层,共29层, 板楼
新体旁精装30万好房万达商圈采光刺眼,瑜憬湾 ,新体育中心, 190万,"20,198元/平",2室1厅 , 94.07平米 , 南 , 精装 , 低楼层,共28层, 板楼
鑫龙佳苑电梯两房 交通便利 配套齐全 地铁口,鑫龙佳苑 ,荣巷, 93万,"14,269元/平",2室1厅 , 65.18平米 , 南 , 简装 , 中楼层,共11层, 板楼
溪湾雅苑 大四房 采光好 视野开阔,融创蓝山印象 ,融创文化旅游城, 245万,"17,187元/平",4室2厅 , 142.55平米 , 南 , 毛坯 , 中楼层,共15层, 板楼
贡湖苑安置房小区 刚需小两房 总价低,贡湖苑 ,融创文化旅游城, 78万,"11,344元/平",2室2厅 , 68.76平米 , 南 , 简装 , 高楼层,共18层, 板楼
看房随时 户型方正，位置好，中间楼层,融创蓝山印象 ,融创文化旅游城, 250万,"19,187元/平",3室2厅 , 130.3平米 , 南 , 毛坯 , 低楼层,共18层, 板楼
此房满2年，位置好，户型方正，小区环境好,融创蓝山印象 ,融创文化旅游城, 178万,"15,231元/平",3室2厅 , 116.87平米 , 南 北 , 毛坯 , 高楼层,共18层, 板楼
新出蠡湖一号 湖景房  静装修 地暖新风 可拎包,蠡湖一号 ,蠡湖新城, 450万,"31,344元/平",3室2厅 , 143.57平米 , 南 , 精装 , 高楼层,共30层, 板楼
威尼斯花园别墅区里的住宅总价低已改2房精装修,太湖威尼斯花园 ,长广溪/大学城, 125万,"19,084元/平",2室1厅 , 65.5平米 , 南 , 精装 , 中楼层,共9层, 板楼
富力精装3房，好楼层，看房方便,富力十号B区 ,万象城/东绛, 338万,"27,685元/平",3室2厅 , 122.09平米 , 南 北 , 精装 , 中楼层,共18层, 板楼
房东急售融创文旅城 融创荣域边套三房高楼层全天采光,融创•荣域 ,融创文化旅游城, 125万,"13,523元/平",3室2厅 , 92.44平米 , 南 , 毛坯 , 中楼层,共33层, 板楼
小高层  套内大   精装修带三大件  次新小区,中海凤凰璟园四期 ,华庄, 310万,"26,608元/平",3室2厅 , 116.51平米 , 南 北 , 精装 , 低楼层,共10层, 板楼
纯边套，好楼层，好房降价出售，拧包入住,溪湾雅苑一区 ,融创文化旅游城, 187万,"17,275元/平",3室2厅 , 108.25平米 , 南 , 精装 , 中楼层,共17层, 板楼
天鹅湖洋房，满五，精装修保养好，全天采光，价格可刀,天鹅湖花园A区 ,长广溪/大学城, 262万,"20,000元/平",3室2厅 , 131平米 , 南 , 精装 , 中楼层,共5层, 板楼
长广溪，吉宝澜岸景观品质大平层，拐角270度观景阳台,吉宝澜岸铭邸 ,长广溪/大学城, 820万,"39,752元/平",4室2厅 , 206.28平米 , 南 , 精装 , 高楼层,共12层, 板楼
太湖锦园 3室2厅1厨2卫 满五唯一 可看太湖,太湖锦园 ,梅园, 308万,"21,711元/平",3室2厅 , 141.87平米 , 南 北 , 精装 , 高楼层,共9层, 板楼
自住精装 房东诚心出售 价格可谈 南北通透,天鹅湖花园A区 ,长广溪/大学城, 320万,"24,221元/平",3室2厅 , 132.12平米 , 南 北 , 精装 , 高楼层,共18层, 板楼
红山新上顶复，6开间朝南，带北露台，诚心出售！,红山花园 ,新体育中心, 305万,"14,640元/平",4室1厅 , 208.34平米 , 南 北 , 精装 , 高楼层,共9层, 板塔结合
融创•荣域 2室2厅 南 北,融创•荣域 ,融创文化旅游城, 120万,"13,846元/平",2室2厅 , 86.67平米 , 南 北 , 毛坯 , 中楼层,共34层, 板楼
小两房 楼层好 采光好 房东诚售 看房方便 交通便利,溪南新村（稻香路） ,新体育中心, 70万,"12,438元/平",2室1厅 , 56.28平米 , 南 , 简装 , 中楼层,共7层, 板楼
融创•荣域 3室2厅 南 北,融创•荣域 ,融创文化旅游城, 155万,"14,199元/平",3室2厅 , 109.17平米 , 南 北 , 毛坯 , 高楼层,共34层, 板楼
威尼斯花园别墅区里的住宅总价低小区环境优美安静,太湖威尼斯花园 ,长广溪/大学城, 178万,"18,294元/平",2室2厅 , 97.3平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
银城朝南两层两室两卫随时看房方便,银城蔚来 ,塘铁桥, 58万,"14,054元/平",2室1厅 , 41.27平米 , 南 , 简装 , 中楼层,共21层, 板楼
经开高奢小区，小高层精装，空调地暖新风，拎包入住,无锡融创壹号院 ,长广溪/大学城, 384万,"35,152元/平",3室2厅 , 109.24平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
中海凤凰精装大三房，全新装修，中泱空调+暖气，诚售,中海凤凰璟园一期 ,华庄, 262万,"22,211元/平",3室2厅 , 117.96平米 , 南 北 , 精装 , 低楼层,共34层, 板楼
丰裕园二期婚房装修大三房装修保养新诚心出售 空置中,丰裕园二期 ,长广溪/大学城, 216万,"17,261元/平",3室2厅 , 125.14平米 , 南 北 , 精装 , 中楼层,共26层, 板楼
满五带车位，三开间朝南，精装修，房东诚心出售,瑜憬湾 ,新体育中心, 280万,"19,453元/平",3室2厅 , 143.94平米 , 南 , 精装 , 高楼层,共18层, 塔楼
天鹅湖 湖边红色洋房 顶楼带露台 环境优美 近江大！,天鹅湖花园A区 ,长广溪/大学城, 288万,"24,019元/平",3室2厅 , 119.91平米 , 南 , 毛坯 , 高楼层,共5层, 板楼
满二次新房，经开区洋房低复，一楼带院子，业主诚心,恒大华府 ,塘铁桥, 570万,"27,130元/平",4室2厅 , 210.1平米 , 南 , 精装 , 低楼层,共8层, 板楼
经开世家名门，低密度洋房，大三房，双阳台户型,世家名门 ,万象城/东绛, 308万,"23,320元/平",3室2厅 , 132.08平米 , 南 , 精装 , 中楼层,共6层, 板楼
蓝山印象  自住装修房东置换 诚心出售看中可谈,融创蓝山印象 ,融创文化旅游城, 165万,"17,833元/平",3室2厅 , 92.53平米 , 南 , 精装 , 高楼层,共17层, 板楼
融城实验江南CZ!采光刺眼纯毛坯等有元人,宝能城 ,海岸城/市民中心, 220万,"24,667元/平",2室2厅 , 89.19平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
不是好房店长自断一臂 大两房 房东诚心出售,雪溪苑B区 ,融创文化旅游城, 85万,"9,370元/平",2室2厅 , 90.72平米 , 南 , 毛坯 , 低楼层,共24层, 板楼
经开区 地铁口 精装小高层 拎包入住 诚心出售,宝能城 ,海岸城/市民中心, 270万,"24,975元/平",2室2厅 , 108.11平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
经开区小高层 毛坯两房 户型方正 价格看中可谈,凯发苑三期 ,华庄, 78万,"10,257元/平",2室2厅 , 76.05平米 , 南 , 毛坯 , 中楼层,共22层, 板楼
大悦城旁 清水毛坯三房 300万，采光全天 随时看房,博大假日广场 ,长广溪/大学城, 300万,"21,674元/平",3室2厅 , 138.42平米 , 南 , 毛坯 , 低楼层,共33层, 板楼
方正精装大三房全明户型前后无遮拦随时可以看,中海海泰雅苑 ,胡埭, 148万,"12,504元/平",3室1厅 , 118.37平米 , 南 北 , 精装 , 低楼层,共18层, 平房
采光充足，视野开阔！品质物业，舒适生活。,博大假日广场 ,长广溪/大学城, 200万,"20,274元/平",2室1厅 , 98.65平米 , 南 , 毛坯 , 中楼层,共31层, 板楼
雅苑三期观景户型 诚心卖 有钥匙,融创蓝山印象 ,融创文化旅游城, 275万,"21,106元/平",3室2厅 , 130.3平米 , 南 , 毛坯 , 低楼层,共18层, 板楼
太湖国际聆湖，两房朝南，楼层好。,太湖国际二街区-聆湖社区 ,万象城/东绛, 178万,"19,907元/平",2室2厅 , 89.42平米 , 南 , 简装 , 中楼层,共32层, 板楼
次新小区 户型端正南北正通透格局敞亮,融创•荣域 ,融创文化旅游城, 205万,"14,046元/平",4室2厅 , 145.95平米 , 南 , 毛坯 , 高楼层,共34层, 板楼
朗诗新郡 精装两房 中间楼层 视野开阔，全天采光,朗诗新郡 ,塘铁桥, 210万,"23,519元/平",3室2厅 , 89.29平米 , 南 , 精装 , 中楼层,共45层, 板楼
此房是小洋房 中间楼层 户型方正 满五年 房东诚售,天鹅湖花园A区 ,长广溪/大学城, 300万,"23,007元/平",3室1厅 , 130.4平米 , 南 北 , 精装 , 中楼层,共11层, 板楼
融城实验江南CZ!采光刺眼纯毛坯等有元人,宝能城 ,海岸城/市民中心, 220万,"24,667元/平",2室2厅 , 89.19平米 , 南 , 毛坯 , 中楼层,共18层, 板楼
许巷教师新村 2室1厅 南,许巷教师新村 ,荣巷, 113万,"13,821元/平",2室1厅 , 81.76平米 , 南 , 精装 , 高楼层,共8层, 板楼
静逸山水城 青竹翠柳 融创 荣域 视野好 无遮挡,融创•荣域 ,融创文化旅游城, 175万,"13,129元/平",4室2厅 , 133.3平米 , 南 , 毛坯 , 高楼层,共34层, 板楼
雪溪苑成熟社区，生活便利，此户型方正，采光充足,雪溪苑A区 ,融创文化旅游城, 135万,"10,802元/平",3室2厅 , 124.98平米 , 南 , 简装 , 中楼层,共18层, 板楼
荣悦湾 4室2厅 南,荣悦湾 ,梅园, 315万,"24,083元/平",4室2厅 , 130.8平米 , 南 , 精装 , 高楼层,共11层, 板楼
蠡湖h宅 金科蠡湖下叠加别墅  次新小区  户型方正,金科蠡湖 ,蠡湖新城, 960万,"34,425元/平",4室2厅 , 278.87平米 , 南 , 毛坯 , 低楼层,共2层, 暂无数据
溪湾雅苑三区，全屋zhongyang空调带地暖，拎包入住,融创蓝山印象 ,融创文化旅游城, 250万,"21,018元/平",3室1厅 , 118.95平米 , 南 北 , 精装 , 中楼层,共17层, 板楼
万科一区两房 南北户型 安静小区 带洗衣间可更三房,魅力万科城一区 ,万象城/东绛, 225万,"20,496元/平",2室2厅 , 109.78平米 , 南 , 精装 , 高楼层,共11层, 板楼
博大精装两房，民宿风格，可直接出租，近大悦城,博大假日广场 ,长广溪/大学城, 172万,"18,167元/平",2室2厅 , 94.68平米 , 南 , 精装 , 低楼层,共31层, 板楼
经开区建发和玺，新中式园林景观，中叠有个车位，诚售,和玺 ,海岸城/市民中心, 568万,"36,980元/平",4室2厅 , 153.6平米 , 南 北 , 毛坯 , 中楼层,共9层, 暂无数据
成熟社区，生活便利，此户型方正，采光充足。,雪溪苑B区 ,融创文化旅游城, 99万,"8,002元/平",3室2厅 , 123.72平米 , 南 , 精装 , 中楼层,共18层, 板楼
听香水榭  新上满五大三房 自住装修  视野开阔,魅力万科城一区 ,万象城/东绛, 330万,"23,227元/平",3室2厅 , 142.08平米 , 南 , 精装 , 高楼层,共11层, 板楼
经开区，周新苑自住精装两房，包土出，地 铁口,周新苑西三期-2 ,万象城/东绛, 101万,"15,301元/平",2室2厅 , 66.01平米 , 南 , 精装 , 高楼层,共30层, 板楼
溪湾雅苑景观毛坯三居，楼层好，大阳台，看房方便！,融创蓝山印象 ,融创文化旅游城, 230万,"17,652元/平",3室2厅 , 130.3平米 , 南 北 , 毛坯 , 中楼层,共18层, 板楼
次新小区，高楼层，采光充足，视野好；婚房装修！,溪湾雅苑一区 ,融创文化旅游城, 190万,"14,616元/平",4室2厅 , 130平米 , 南 , 毛坯 , 高楼层,共18层, 板楼
江大旁天鹅湖花园A区大三房，全新未入住,天鹅湖花园A区 ,长广溪/大学城, 265万,"22,130元/平",3室1厅 , 119.75平米 , 南 , 精装 , 高楼层,共24层, 板楼
大悦城门口育红房子，精装修大两房，看房有钥匙,博大假日广场 ,长广溪/大学城, 179万,"18,166元/平",2室1厅 , 98.54平米 , 南 , 精装 , 高楼层,共33层, 板楼
江大旁天鹅湖A区，地铁口红色洋房带阁楼，出门幼儿园,天鹅湖花园A区 ,长广溪/大学城, 255万,"21,501元/平",4室2厅 , 118.6平米 , 南 , 精装 , 高楼层,共5层, 板楼
溪岸景园三房诚心出售价格可谈随时看房,融创栖溪里 ,融创文化旅游城, 128万,"13,086元/平",3室2厅 , 97.82平米 , 南 北 , 毛坯 , 高楼层,共34层, 板楼
融创兰园精装三房，户型通透，品质房，拎包入住！,融创•兰园 ,融创文化旅游城, 213万,"17,900元/平",3室2厅 , 119平米 , 南 北 , 精装 , 中楼层,共34层, 板楼
沿河景观房，带一个出租车位，高得房率，户型正气,金色江南秀景花园 ,荣巷, 300万,"22,290元/平",3室2厅 , 134.59平米 , 南 , 精装 , 中楼层,共5层, 板楼
一楼可种花种菜，距离地铁200米，老东绛品质楼盘,龙湖天璞 ,万象城/东绛, 420万,"32,952元/平",3室2厅 , 127.46平米 , 南 , 简装 , 低楼层,共6层, 暂无数据
鸿桥苑新出包土出的三房 房东新装修 看房方便,鸿桥苑 ,新体育中心, 235万,"18,400元/平",3室2厅 , 127.72平米 , 南 , 精装 , 高楼层,共22层, 板楼
自住精装修，拎包入住，配套齐全，户型方正，采光好,万科海上传奇 ,万象城/东绛, 230万,"24,062元/平",3室1厅 , 95.59平米 , 南 北 , 精装 , 中楼层,共34层, 板楼
太湖新城次新小区，精装未住边套 看房方便，户型方正,溪湾雅苑一区 ,融创文化旅游城, 165万,"16,634元/平",3室2厅 , 99.2平米 , 南 北 , 简装 , 中楼层,共18层, 板楼
雪浪站 江南大学城 低密度 绿地精装电梯洋房,绿地天空树 ,融创文化旅游城, 360万,"24,118元/平",3室2厅 , 149.27平米 , 南 北 , 精装 , 高楼层,共8层, 板楼
文旅城雅苑三区 飞机户型 装修好 采光无遮挡,融创蓝山印象 ,融创文化旅游城, 263万,"18,378元/平",4室1厅 , 143.11平米 , 南 , 精装 , 低楼层,共15层, 板楼
溪湾雅苑二区 2室1厅 南,溪湾雅苑二区 ,融创文化旅游城, 160万,"19,310元/平",2室1厅 , 82.86平米 , 南 , 精装 , 中楼层,共17层, 板楼
次新小区，地铁口视野开阔采光好，精装修拎包住,绿地天空树 ,融创文化旅游城, 245万,"24,072元/平",3室2厅 , 101.78平米 , 南 北 , 精装 , 高楼层,共11层, 板楼
南北通透格局，楼层好，视野宽阔，采光充足,天鹅湖花园A区 ,长广溪/大学城, 270万,"20,509元/平",3室2厅 , 131.65平米 , 南 北 , 精装 , 中楼层,共5层, 板楼
看房随时 户型方正，位置好，中间楼层,融创蓝山印象 ,融创文化旅游城, 250万,"19,187元/平",3室2厅 , 130.3平米 , 南 , 毛坯 , 低楼层,共18层, 板楼
精装大两房 房东诚心卖 采光没影响,雪溪苑B区 ,融创文化旅游城, 94万,"10,445元/平",2室2厅 , 90平米 , 南 , 精装 , 中楼层,共18层, 板楼
全新装修未入住，拎包住，户型好,天鹅湖花园A区 ,长广溪/大学城, 300万,"25,053元/平",3室2厅 , 119.75平米 , 南 , 精装 , 低楼层,共24层, 板楼
光照足采光好 实用面积大 诚意出售 看房随时方便,天鹅湖花园A区 ,长广溪/大学城, 185万,"16,773元/平",2室2厅 , 110.3平米 , 南 , 精装 , 低楼层,共24层, 板楼
风景优美，安静，空气好，居住舒适度高，户型好,太湖锦园 ,梅园, 259万,"22,548元/平",2室2厅 , 114.87平米 , 南 北 , 精装 , 高楼层,共11层, 板楼
次新小区，房型方正，可看雪浪山，人车分流，不靠马路,融创蓝山印象 ,融创文化旅游城, 215万,"18,092元/平",3室2厅 , 118.84平米 , 南 , 简装 , 高楼层,共17层, 板楼
满五年 诚心出售 户型方正 三房两卫,龙世太阳花园 ,河埒口, 205万,"15,424元/平",3室2厅 , 132.91平米 , 南 北 , 精装 , 高楼层,共6层, 板楼
头条新房源 精装修边套带大花园家电齐全拎包即住,北控雁栖湖 ,胡埭, 165万,"18,657元/平",3室2厅 , 88.44平米 , 南 , 简装 , 低楼层,共11层, 板塔结合
房东精装修，自住公寓，维护保养好，有车位,中海凤凰璟园四期 ,华庄, 45万,"13,800元/平",1室1厅 , 32.61平米 , 北 , 精装 , 中楼层,共20层, 板楼
金色江南4期 三房 精装 好房,金色江南集景花园 ,荣巷, 216万,"17,177元/平",3室2厅 , 125.75平米 , 南 , 精装 , 低楼层,共14层, 板楼
小区正中，花园洋房，大露台南北大阳台,天鹅湖花园A区 ,长广溪/大学城, 255万,"27,128元/平",3室2厅 , 94平米 , 南 , 精装 , 高楼层,共5层, 板楼
精装修 次新房 采光好 通透户型 视野好,万科新酩悦 ,万象城/东绛, 298万,"25,341元/平",3室2厅 , 117.6平米 , 南 , 精装 , 低楼层,共25层, 板楼
金丰观湖铂庭 传世联排 纯毛坯 随时可看,金丰观湖铂庭 ,梅园, 645万,"23,117元/平",5室3厅 , 279.02平米 , 南 北 , 毛坯 ,,, 板楼
天然氧吧 两室一厅 诚心出售 钥匙已委托 随时可看,青山一村1-22号 ,河埒口, 64万,"13,030元/平",2室1厅 , 49.12平米 , 南 , 精装 , 中楼层,共5层, 板楼
万达广场 精装修 采光好 业主诚心卖,万达广场D区 ,河埒口, 210万,"22,489元/平",2室2厅 , 93.38平米 , 南 北 , 精装 , 高楼层,共22层, 板塔结合
月溪苑客厅房间朝南，中间户型，简单装修，满5年,月溪苑 ,新体育中心, 125万,"13,794元/平",2室2厅 , 90.62平米 , 南 , 简装 , 中楼层,共32层, 板楼
此房满五年 顶楼双阳台 溪南位于稻香路 十分繁华便利,溪南新村（稻香路） ,新体育中心, 71.5万,"9,982元/平",2室1厅 , 71.63平米 , 南 , 简装 , 高楼层,共6层, 板楼
外国语旁 精装30万拎包住 中上楼层 价格包含车位,尚锦城C区 ,塘铁桥, 210万,"23,396元/平",2室1厅 , 89.76平米 , 南 , 精装 , 中楼层,共29层, 板楼
锡师 视野好 无贷款 无户口 南北通透 中上楼层可,苏宁悦城悦园A区 ,塘铁桥, 335万,"27,527元/平",3室2厅 , 121.7平米 , 南 北 , 简装 , 中楼层,共33层, 板楼
满两年，户型格局好，中间楼层，视野开阔，采光充足,观山名筑 ,塘铁桥, 168万,"19,714元/平",2室2厅 , 85.22平米 , 南 , 精装 , 高楼层,共27层, 板楼
本房是70年住宅少有的1房 价低出租很快,尚锦城C区 ,塘铁桥, 145万,"25,705元/平",1室1厅 , 56.41平米 , 西 , 精装 , 低楼层,共29层, 板楼
尚锦城C区 中间楼层精装两房 三开间朝南 户型正气,尚锦城C区 ,塘铁桥, 145万,"18,141元/平",2室2厅 , 79.93平米 , 南 , 精装 , 中楼层,共29层, 板楼
长广溪畔 融创澜山郡精装大一居，单身和老人的好选择,融创澜山郡 ,融创文化旅游城, 180万,"22,673元/平",1室2厅 , 79.39平米 , 南 , 精装 , 低楼层,共18层, 板楼
朗诗精装2房 三开间朝南 楼层好不临街 拎包入住,朗诗太湖绿珺花园 ,塘铁桥, 220万,"29,299元/平",2室2厅 , 75.09平米 , 南 , 精装 , 高楼层,共18层, 板楼
中上楼层视野好 朗诗三恒住的妙,朗诗太湖绿珺花园 ,塘铁桥, 245万,"32,229元/平",2室2厅 , 76.02平米 , 南 , 精装 , 高楼层,共29层, 板楼
溪南公馆旁 商品房 精装三房 拎包入住,溪南里西区 ,新体育中心, 255万,"20,224元/平",3室2厅 , 126.09平米 , 南 , 精装 , 中楼层,共30层, 板楼
万达广场 精装修 采光好 业主诚心卖,万达广场D区 ,河埒口, 210万,"22,489元/平",2室2厅 , 93.38平米 , 南 北 , 精装 , 高楼层,共22层, 板塔结合
天然氧吧 两室一厅 诚心出售 钥匙已委托 随时可看,青山一村1-22号 ,河埒口, 64万,"13,030元/平",2室1厅 , 49.12平米 , 南 , 精装 , 中楼层,共5层, 板楼
满两年，户型格局好，中间楼层，视野开阔，采光充足,观山名筑 ,塘铁桥, 168万,"19,714元/平",2室2厅 , 85.22平米 , 南 , 精装 , 高楼层,共27层, 板楼
包土出 精装修 房东诚心出售 看房方便,仙河苑二期 ,融创文化旅游城, 85万,"13,633元/平",2室1厅 , 62.35平米 , 南 北 , 精装 , 高楼层,共6层, 板楼
产权清晰，中间楼层，精装修，设施全留,仙河苑三期 ,融创文化旅游城, 210万,"15,992元/平",3室2厅 , 131.32平米 , 南 , 精装 , 低楼层,共24层, 板楼
梁溪河畔 包土出！南看蠡湖北看惠山！首付仅45万！,环湖苑 ,新体育中心, 135万,"15,011元/平",3室1厅 , 89.94平米 , 南 , 毛坯 , 高楼层,共25层, 板楼
新出装修三房边套户型视野好全天采光前排,苏宁悦城悦园A区 ,塘铁桥, 300万,"24,492元/平",3室1厅 , 122.49平米 , 南 , 简装 , 高楼层,共33层, 板楼
满五年·精装修·采光充足·交通便利·产权清晰,丰裕园二期 ,长广溪/大学城, 65万,"10,656元/平",1室1厅 , 61平米 , 南 , 精装 , 低楼层,共26层, 板楼
仙河苑顶带阁 跃层复试 看房方便,仙河苑二期 ,融创文化旅游城, 145万,"9,470元/平",4室2厅 , 153.13平米 , 南 北 , 毛坯 , 高楼层,共6层, 板楼
自带后花园·满五·可过户·配套设施齐全·产权清晰,仙河苑三期 ,融创文化旅游城, 83万,"12,100元/平",2室1厅 , 68.6平米 , 东南 , 简装 , 低楼层,共11层, 板楼
商品房，自住装修保养新，中上楼层，瑞星家园,瑞星家园 ,扬名, 100万,"13,536元/平",2室1厅 , 73.88平米 , 西 , 精装 , 中楼层,共34层, 塔楼
尚锦城的大两房，业主诚心出售.,尚锦城C区 ,塘铁桥, 200万,"22,242元/平",2室1厅 , 89.92平米 , 南 , 精装 , 高楼层,共25层, 板楼
尚锦城B区大二房，位置好，采光好，1房1厅朝南,尚锦城B区 ,塘铁桥, 180万,"17,922元/平",2室2厅 , 100.44平米 , 南 , 精装 , 低楼层,共33层, 板楼
户型方正·中间楼层·得房率高·交通便利,雪溪苑B区 ,融创文化旅游城, 83万,"12,508元/平",1室2厅 , 66.36平米 , 南 , 简装 , 中楼层,共18层, 板楼
观景房·可看雪浪山·三开间朝南·次顶楼·日照充足,融创蓝山印象 ,融创文化旅游城, 219万,"18,757元/平",3室2厅 , 116.76平米 , 南 , 毛坯 , 高楼层,共18层, 板楼
尚锦城C区中上楼层 自住精装2房 带车位 诚心出手,尚锦城C区 ,塘铁桥, 198万,"22,059元/平",2室1厅 , 89.76平米 , 南 , 精装 , 高楼层,共29层, 板楼
银城东樾府大三房，宽厅 户型方正 从未住过,银城东樾府 ,塘铁桥, 298万,"22,236元/平",3室1厅 , 134.02平米 , 南 , 毛坯 , 低楼层,共34层, 板楼
中间楼层·视野宽阔·交通便利·产权清晰·,雪新苑84-96号 ,融创文化旅游城, 78万,"10,925元/平",1室1厅 , 71.4平米 , 南 , 毛坯 , 低楼层,共30层, 板楼
此房户型方正，小区环境好。位置佳，房东诚心出售,融创•荣域 ,融创文化旅游城, 220万,"23,059元/平",2室2厅 , 95.41平米 , 南 北 , 精装 , 中楼层,共33层, 板楼
银城东樾府大四房 中上楼层 南北通风 空调地暖新风,银城东樾府 ,塘铁桥, 376万,"25,586元/平",4室2厅 , 146.96平米 , 南 , 精装 , 高楼层,共33层, 板楼
万达栖溪里 通透毛坯三居 中间楼层，满五唯一看房方便,融创栖溪里 ,融创文化旅游城, 180万,"17,282元/平",3室2厅 , 104.16平米 , 南 , 毛坯 , 中楼层,共45层, 板楼
大开间客厅，前面联排无遮挡，业主诚心卖可看房,银城东樾府 ,塘铁桥, 340万,"23,136元/平",4室2厅 , 146.96平米 , 南 , 毛坯 , 高楼层,共33层, 板楼
尚锦城2房 三开间朝南 自住精装 户型好通风 满5唯一,尚锦城C区 ,塘铁桥, 182万,"20,402元/平",2室2厅 , 89.21平米 , 南 , 精装 , 低楼层,共29层, 板楼
此房简装户型方正的格局视野宽阔采光充足,118居民小区 ,钱桥, 63万,"10,984元/平",2室1厅 , 57.36平米 , 南 , 简装 , 中楼层,共6层, 暂无数据
雪溪苑 精装三房 拎包入住 业主诚心出售,雪溪苑B区 ,融创文化旅游城, 126万,"10,069元/平",3室2厅 , 125.14平米 , 南 , 精装 , 中楼层,共18层, 板楼
一楼带个大院子，精装修拎包入住,魅力万科城二区 ,万象城/东绛, 232万,"26,248元/平",2室2厅 , 88.39平米 , 南 , 精装 , 低楼层,共8层, 板楼
蓝庭国际精装三房 家乐福旁 地铁四号线旁 新体,蓝庭公寓 ,新体育中心, 315万,"23,176元/平",3室2厅 , 135.92平米 , 南 , 精装 , 中楼层,共20层, 板楼
尚锦城C区1房中楼层 低总价 诚心卖 看房方便,尚锦城C区 ,塘铁桥, 120万,"21,273元/平",1室1厅 , 56.41平米 , 西 , 简装 , 中楼层,共29层, 板楼
采光无遮挡，房主诚心出售！看房方便   价格好谈。,仙河苑一期 ,融创文化旅游城, 73万,"11,391元/平",2室2厅 , 64.09平米 , 南 , 精装 , 高楼层,共6层, 板楼
绿地天空树 3室2厅 南,绿地天空树 ,融创文化旅游城, 235万,"25,121元/平",3室2厅 , 93.55平米 , 南 , 精装 , 中楼层,共8层, 板楼
