标题,小区,区域,总价,单价,户型,面积,朝向,装修情况,楼层类别,总层数,建筑类型
远离高架，装修新颖，看房方便，价格可谈,长江国际泓园 ,江溪, 225万,"22,696元/平",3室2厅 , 99.14平米 , 南 , 精装 , 低楼层,共33层, 板楼
3号线地铁口 铭城花园 商品房  不靠高架 小区后排,铭城花园 ,江溪, 158万,"15,263元/平",2室2厅 , 103.52平米 , 南 , 精装 , 低楼层,共33层, 板塔结合
叙丰里 全新装修两房 看房方便 采光好,叙丰里 ,江溪, 95万,"14,072元/平",2室1厅 , 67.51平米 , 南 , 精装 , 中楼层,共6层, 板楼
叙康里大两房，户型好，好楼层，业主诚心出售,叙康里 ,江溪, 83万,"10,437元/平",2室1厅 , 79.53平米 , 南 北 , 简装 , 中楼层,共7层, 板楼
上品花园三房，大阳台，采光好，通风好，诚心出售,上品花园 ,梅村, 132万,"13,913元/平",3室2厅 , 94.88平米 , 南 北 , 精装 , 中楼层,共27层, 板楼
3号线新光路站红旗花园 临假日广场商圈 旺庄小 学,红旗花园B区 ,江溪, 62万,"10,201元/平",1室1厅 , 60.78平米 , 南 , 毛坯 , 低楼层,共6层, 板楼
满五唯一，装修保养好，全天采光，看房可以预约诚心出,富力城A区 ,江溪, 135万,"16,026元/平",3室2厅 , 84.24平米 , 南 , 精装 , 低楼层,共32层, 板楼
近地铁电梯房 新一期不靠兴昌路 中间楼层 价格可谈,叙丰家园 ,江溪, 122万,"8,702元/平",3室2厅 , 140.21平米 , 南 , 精装 , 中楼层,共18层, 板楼
万科观湖礼著 4室2厅 南 北,万科观湖礼著 ,新安, 358万,"22,993元/平",4室2厅 , 155.7平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
边套，通透户型，地铁口，全天采光无遮挡,叙丰里 ,江溪, 50万,"9,577元/平",1室1厅 , 52.21平米 , 南 , 精装 , 高楼层,共7层, 板楼
长江国际泓园 2室1厅 南 北,长江国际泓园 ,江溪, 145万,"16,214元/平",2室1厅 , 89.43平米 , 南 北 , 精装 , 高楼层,共33层, 板楼
耘林洋房三房，精装修，得房率高，开间大，采光好,耘林生命公寓 ,新安, 240万,"21,496元/平",3室2厅 , 111.65平米 , 南 , 精装 , 中楼层,共5层, 板楼
一楼带大院子，院子精心打理，精装修，装修保养新,长江国际泓园 ,江溪, 215万,"23,789元/平",2室1厅 , 90.38平米 , 南 , 精装 , 低楼层,共33层, 板楼
凤鸣山庄合院    诚心出售看房方便,凤鸣山庄 ,鸿山, 436万,"20,586元/平",5室4厅 , 211.8平米 , 南 , 简装 , 低楼层,共3层, 暂无数据
上品花园  中间楼层 南北通透  拎包入住,上品花园 ,梅村, 120万,"13,679元/平",3室2厅 , 87.73平米 , 南 北 , 简装 , 中楼层,共25层, 板楼
博客公寓 2室1厅 南,博客公寓 ,江溪, 110万,"12,820元/平",2室1厅 , 85.81平米 , 南 , 精装 , 低楼层,共33层, 板楼
土出已交  红旗花园 两房 商品房 无土出 随时看房,红旗花园B区 ,江溪, 110万,"12,012元/平",2室2厅 , 91.58平米 , 南 , 精装 , 低楼层,共6层, 板楼
吴樾东方精装三室房东外地发展忍痛割爱,吴樾东方 ,梅村, 165万,"16,463元/平",3室2厅 , 100.23平米 , 南 , 精装 , 高楼层,共30层, 板楼
3号线出站口 中间楼层 2房朝南 户型正 采光好 急卖,太湖花园一期 ,江溪, 88万,"11,996元/平",2室1厅 , 73.36平米 , 南 北 , 精装 , 中楼层,共6层, 板楼
富力城四房，满五唯一，无个税，家具家电全留！,富力城A区 ,江溪, 178万,"16,415元/平",4室2厅 , 108.44平米 , 南 , 精装 , 低楼层,共32层, 板楼
首创悦府精装大两房 采光无遮挡  万科物业 急售,首创悦府 ,江溪, 133万,"15,174元/平",2室2厅 , 87.65平米 , 南 , 精装 , 高楼层,共34层, 板楼
长江路 近地铁近商场 业主诚心出售 采光好 可谈,太湖花园一期 ,江溪, 73万,"12,705元/平",1室1厅 , 57.46平米 , 南 , 精装 , 高楼层,共6层, 板楼
叙康里户型好，大两房诚心出售。价格可谈,叙康里 ,江溪, 95万,"10,578元/平",2室2厅 , 89.81平米 , 南 , 简装 , 高楼层,共7层, 板楼
包土出商品房 锡梅花园精装修大两房 户型方正,锡梅花园 ,梅村, 103.5万,"10,740元/平",2室2厅 , 96.37平米 , 南 , 精装 , 高楼层,共6层, 板楼
新房已定 太湖花园一期顶复 带阁楼 三层有露台房东,太湖花园一期 ,江溪, 75万,"5,046元/平",3室2厅 , 148.65平米 , 南 , 精装 , 高楼层,共6层, 板楼
长江北路 地铁口 精装一室 有钥匙,长江绿岛三期 ,江溪, 81.5万,"13,410元/平",1室1厅 , 60.78平米 , 东 南 , 精装 , 低楼层,共32层, 板塔结合
房采光充足，配套齐全，交通方便 ，南长街學區可用,永胜新村 ,塘南, 76万,"12,007元/平",2室1厅 , 63.3平米 , 南 北 , 简装 , 高楼层,共7层, 板塔结合
太湖老式精装 带地暖 三开间朝南 垫高1楼半,太湖花园一期 ,江溪, 128万,"13,737元/平",3室1厅 , 93.18平米 , 南 北 , 精装 , 低楼层,共6层, 板楼
万科开发 统装交付 四开间朝南 出入方便 业主诚售，,万科观湖礼著 ,新安, 345万,"22,158元/平",4室2厅 , 155.7平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
万科金域缇香 边套精装三房 采光视野无遮挡 诚心出售,万科金域缇香南区 ,江溪, 185万,"16,411元/平",3室2厅 , 112.73平米 , 南 , 精装 , 高楼层,共32层, 板楼
欧尚3号线好小区，好楼层采光好，错层小区此一套,锦江苑 ,江溪, 145万,"15,022元/平",2室2厅 , 96.53平米 , 南 , 精装 , 中楼层,共7层, 板楼
万科品质，户型好，配套成熟，环境优美,万科观湖礼著 ,新安, 260万,"20,291元/平",4室2厅 , 128.14平米 , 南 北 , 精装 , 低楼层,共28层, 暂无数据
边套一楼洋房带地下室  近百平大花园装修近300万,融侨观邸一期 ,江溪, 570万,"21,611元/平",7室2厅 , 263.76平米 , 南 , 精装 , 低楼层,共6层, 塔楼
此房小高层电梯房前排 采光好 远离铁路噪音干扰,叙丰家园 ,江溪, 85万,"9,534元/平",2室2厅 , 89.16平米 , 南 , 精装 , 中楼层,共18层, 板楼
三号线，宝盛精装两房，诚心出售，看房方便，保养好,宝盛花园 ,江溪, 140万,"15,196元/平",2室2厅 , 92.13平米 , 南 , 精装 , 中楼层,共31层, 板塔结合
融侨新出边套毛坯房 带50平花园,融侨观邸二期 ,江溪, 192万,"13,734元/平",3室2厅 , 139.8平米 , 南 , 毛坯 , 低楼层,共33层, 板楼
此房满5年 户型方正阳光充沛，出入方便，配套设施完善,香梅人家 ,梅村, 123万,"13,542元/平",2室2厅 , 90.83平米 , 南 , 精装 , 中楼层,共28层, 板楼
启迪协信·阿卡迪亚2-2-1-1 87.43m² 诚心出售,阿卡迪亚（天骄铭邸） ,新安, 160万,"18,301元/平",2室2厅 , 87.43平米 , 南 , 简装 , 中楼层,共15层, 板楼
精装带地暖 刚需4房带2卫，房东诚心出售,富力城A区 ,江溪, 183万,"16,959元/平",4室2厅 , 107.91平米 , 南 , 精装 , 低楼层,共18层, 板楼
电梯房，精装修，拎包入住，随时看房，好采光,泰伯花苑五区 ,梅村, 100万,"10,821元/平",2室2厅 , 92.42平米 , 南 , 精装 , 低楼层,共11层, 板楼
加车位 精装洋房 户型正气  中间楼层  价格可谈,香梅人家 ,梅村, 230万,"18,802元/平",3室2厅 , 122.33平米 , 南 , 精装 , 中楼层,共6层, 板楼
此房满五唯一，无增值税，精装修，保养好，自住,金科中心 ,塘南, 135万,"17,139元/平",2室2厅 , 78.77平米 , 南 , 精装 , 高楼层,共30层, 板楼
装修保养好，业主置换诚心出售，随时看房，价钱可谈！,长江国际泓园 ,江溪, 155万,"17,332元/平",2室2厅 , 89.43平米 , 南 北 , 精装 , 低楼层,共33层, 板楼
翻新装顶复 上下三层 带双阳台 拎包即住,太湖花园一期 ,江溪, 165万,"9,594元/平",4室2厅 , 172平米 , 南 北 , 精装 , 高楼层,共6层, 板楼
房子得房 率高，中间楼层采光好，出行方便，诚心卖,太湖花园一期 ,江溪, 120万,"13,341元/平",2室2厅 , 89.95平米 , 北 南 , 精装 , 中楼层,共6层, 板楼
精装修不靠高架采光好户型好视野宽阔配套设施齐全,富力城A区 ,江溪, 170万,"18,940元/平",3室2厅 , 89.76平米 , 南 , 精装 , 高楼层,共32层, 板楼
品牌家具家电，中上楼层，全天采光的，看房可以预约！,长江国际泓园 ,江溪, 165万,"18,525元/平",3室1厅 , 89.07平米 , 南 北 , 精装 , 高楼层,共33层, 板楼
东风家园 电梯房 诚心出售 交通便利,东风家园 ,塘南, 85万,"11,313元/平",2室1厅 , 75.14平米 , 南 , 简装 , 低楼层,共15层, 板楼
景南苑 长江路沿线 精装修  顶复2层,景南苑 ,江溪, 83万,"12,909元/平",2室2厅 , 64.3平米 , 南 , 精装 , 高楼层,共8层, 板楼
前进花园二楼大四房 包土出 房东诚售 看房方便,前进花园 ,江溪, 170万,"11,171元/平",4室2厅 , 152.18平米 , 南 , 精装 , 低楼层,共6层, 板楼
万科观湖礼著，户型方正次新小区，诚心出售,万科观湖礼著 ,新安, 200万,"19,802元/平",3室2厅 , 101平米 , 南 , 精装 , 低楼层,共28层, 暂无数据
华润置地公元汇精装三房 看房方便 地铁口,华润置地公元汇 ,塘南, 300万,"25,756元/平",3室2厅 , 116.48平米 , 南 北 , 精装 , 高楼层,共27层, 暂无数据
太湖花园三楼，刚上房源，双南两房，业主诚心出售,太湖花园一期 ,江溪, 108万,"11,852元/平",2室1厅 , 91.13平米 , 南 , 精装 , 中楼层,共6层, 板楼
新洲花园 3室2厅 南,新洲花园 ,生态园, 168万,"11,531元/平",3室2厅 , 145.7平米 , 南 , 精装 , 高楼层,共7层, 塔楼
小区前排采光佳！中间楼层 卫生间带窗  保养好,长江国际雅园 ,江溪, 83.9万,"14,501元/平",1室2厅 , 57.86平米 , 北 , 精装 , 中楼层,共28层, 板楼
此房满五，看房方便，精装自住保养很好，采光无遮挡,新城香溢紫峻园 ,江溪, 105万,"14,503元/平",3室1厅 , 72.4平米 , 南 , 精装 , 中楼层,共34层, 板塔结合
太湖花园一期 中间楼层三楼 两房朝南 全明户型 满五,太湖花园一期 ,江溪, 150万,"9,272元/平",4室2厅 , 161.79平米 , 南 北 , 简装 , 高楼层,共6层, 板楼
此房客厅朝南 业主诚心出售 看中价格可聊,泰伯花苑三区 ,梅村, 90万,"9,714元/平",2室1厅 , 92.65平米 , 南 , 精装 , 高楼层,共18层, 板楼
长江北路商品房，楼下就是地铁三号线，精装修，好楼层,铭城花园 ,江溪, 159万,"15,333元/平",2室2厅 , 103.7平米 , 南 , 精装 , 中楼层,共33层, 板塔结合
带车位香梅人家 精装修看房方便诚心出售价格可谈,香梅人家 ,梅村, 90万,"13,764元/平",1室1厅 , 65.39平米 , 南 , 精装 , 低楼层,共30层, 板楼
四开间朝南带约80平花园，采光好无遮挡，不靠马路,远洋太湖宸章 ,新安, 280万,"22,717元/平",3室2厅 , 123.26平米 , 南 , 毛坯 , 低楼层,共16层, 板楼
新吴区融侨观邸一期  小区环境好 出行便利,融侨观邸一期 ,江溪, 180万,"14,581元/平",3室2厅 , 123.45平米 , 南 , 精装 , 高楼层,共33层, 板楼
富力城精装4房 小高层 带地暖 产权清晰 房东诚售,富力城A区 ,江溪, 180万,"16,724元/平",4室2厅 , 107.63平米 , 南 , 精装 , 中楼层,共18层, 塔楼
梅里香舍+复试户型+有钥匙随时看+诚心出售+环境优美,梅里香舍 ,梅村, 153万,"10,543元/平",4室2厅 , 145.12平米 , 西 南 , 精装 , 高楼层,共6层, 板楼
叙丰家园 3室2厅 南,叙丰家园 ,江溪, 105万,"8,724元/平",3室2厅 , 120.37平米 , 南 , 简装 , 低楼层,共34层, 板楼
融创森邻次新房89平，院子80平人车分流，层高3.9米！,融创森邻森邻 ,生态园, 140万,"15,802元/平",3室2厅 , 88.6平米 , 南 , 简装 , 低楼层,共32层, 板楼
长江路三号线，太一，精装三房，看房方便，诚心出售,太湖花园一期 ,江溪, 135万,"13,526元/平",3室1厅 , 99.81平米 , 南 , 精装 , 中楼层,共6层, 板楼
领秀琥珀澜湾 2室2厅 南 北,领秀琥珀澜湾 ,新安, 145万,"17,140元/平",2室2厅 , 84.6平米 , 南 北 , 毛坯 , 高楼层,共18层, 板塔结合
户型方正 总15层小高层 新小区 环境好 业主自住的多,仲盛名都府 ,梅村, 218万,"23,409元/平",3室2厅 , 93.13平米 , 南 , 精装 , 中楼层,共15层, 暂无数据
"满五唯一,诚心出售,带车位！价格可谈！",首创悦府 ,江溪, 144万,"16,825元/平",2室1厅 , 85.59平米 , 南 , 精装 , 高楼层,共30层, 板楼
首创悦府大4房，房东诚心卖中间楼层采光好,首创悦府 ,江溪, 339万,"24,398元/平",4室2厅 , 138.95平米 , 南 , 精装 , 中楼层,共6层, 板楼
自住精装 好楼层不靠高架 业主诚售 拎包入住！,富力城A区 ,江溪, 165万,"15,138元/平",4室2厅 , 109平米 , 南 北 , 精装 , 中楼层,共18层, 塔楼
融侨观邸新出 一楼带花园  诚心出售 看房方便,融侨观邸二期 ,江溪, 103万,"13,368元/平",2室2厅 , 77.05平米 , 南 , 毛坯 , 低楼层,共31层, 塔楼
新洲花园三房143平，业主急卖随时看房，价格可谈,新洲花园 ,生态园, 150万,"10,419元/平",3室2厅 , 143.97平米 , 南 , 简装 , 低楼层,共6层, 塔楼
铭城花园地铁口   满五唯一税费少  装修保养好,铭城花园 ,江溪, 79万,"14,906元/平",1室1厅 , 53平米 , 北 , 精装 , 中楼层,共17层, 板塔结合
金科中心大三房，户型正，业主诚心出售,金科中心 ,塘南, 179万,"17,582元/平",3室2厅 , 101.81平米 , 南 , 精装 , 中楼层,共23层, 板楼
长江国际臻园 小高层 自住精装  诚心出售 11平的入户,长江国际臻园 ,江溪, 250万,"21,728元/平",4室2厅 , 115.06平米 , 南 , 精装 , 中楼层,共11层, 板楼
阿尔法精装修户型正气采光很是诚心出售,阿尔法公馆 ,江溪, 45万,"9,117元/平",1室1厅 , 49.36平米 , 南 , 精装 , 中楼层,共21层, 板楼
博客公寓商品房边套三房 好楼层 采光无遮挡,博客公寓 ,江溪, 120万,"11,419元/平",3室1厅 , 105.09平米 , 南 , 精装 , 低楼层,共33层, 板楼
长江北路  欧典家园 精装大两房 边套 户型方正,欧典家园北区 ,江溪, 100万,"10,527元/平",2室1厅 , 95平米 , 南 , 精装 , 低楼层,共23层, 板楼
虹桥医院旁 铭城花园精装2房不靠高架中间楼层诚心出售,铭城花园 ,江溪, 145万,"14,437元/平",2室2厅 , 100.44平米 , 南 , 精装 , 中楼层,共33层, 板塔结合
梅都府精装修三房 30万自己装修 原来装修全砸掉,路劲梅都府 ,梅村, 235万,"24,163元/平",3室2厅 , 97.26平米 , 南 北 , 精装 , 中楼层,共6层, 板楼
地暖大四房 中间楼层 不靠高架 看房方便 业主诚售,富力城D区 ,江溪, 260万,"18,135元/平",4室2厅 , 143.37平米 , 南 北 , 精装 , 高楼层,共32层, 板楼
生态园旁 新洲花园  电梯洋房 拎包入住,新洲花园 ,生态园, 150万,"11,420元/平",3室2厅 , 131.36平米 , 南 , 精装 , 中楼层,共11层, 塔楼
路劲梅都府  精装一楼带院子  随时看房,路劲梅都府 ,梅村, 205万,"23,368元/平",2室2厅 , 87.73平米 , 南 北 , 精装 , 低楼层,共10层, 板楼
万科东郡  精装带地暖两房  随时看房  房东诚心出售,万科东郡 ,江溪, 155万,"15,773元/平",2室2厅 , 98.27平米 , 南 北 , 精装 , 中楼层,共30层, 板塔结合
精装四房，保养好，次新小区，中上楼层，南北透户型,碧桂园梅公馆 ,梅村, 205万,"15,009元/平",4室1厅 , 136.59平米 , 南 北 , 精装 , 中楼层,共26层, 板楼
朗诗三恒系统健康节能环保 保养新 拎包入住 业主诚售,朗诗绿色家园一期 ,新安, 290万,"20,844元/平",4室1厅 , 139.13平米 , 南 , 精装 , 中楼层,共18层, 板塔结合
精装三房 业主诚心出售 保养好 看房随时,长江国际臻园 ,江溪, 200万,"20,967元/平",3室2厅 , 95.39平米 , 南 , 精装 , 低楼层,共31层, 板楼
花园洋房  满五唯一  无土出  自住装修看房方便,太湖花园三期 ,江溪, 120万,"12,249元/平",2室2厅 , 97.97平米 , 南 , 精装 , 高楼层,共6层, 板楼
兴竹东风家园旁一楼带YUANZI出售,金海里 ,江溪, 85万,"13,510元/平",2室1厅 , 62.92平米 , 南 北 , 简装 , 低楼层,共7层, 板塔结合
香梅人家 精装两房 满五唯一税费少 随时看房,香梅人家 ,梅村, 125万,"14,675元/平",2室2厅 , 85.18平米 , 南 , 精装 , 中楼层,共25层, 平房
长江国际臻园 3室2厅 南,长江国际臻园 ,江溪, 280万,"21,514元/平",3室2厅 , 130.15平米 , 南 , 精装 , 中楼层,共31层, 板楼
金海里满五唯一 正规清爽三房，价格可聊 诚意出售,金海里 ,江溪, 105万,"9,373元/平",3室1厅 , 112.03平米 , 南 , 简装 , 高楼层,共7层, 板塔结合
房东诚心出售，看房方便；宽敞明亮，居住舒服,融侨观邸二期 ,江溪, 112万,"14,590元/平",2室2厅 , 76.77平米 , 南 北 , 简装 , 中楼层,共33层, 板楼
地铁口，边套三房，自住保养好，前排采光好，看中可谈,铭城花园 ,江溪, 125万,"13,536元/平",3室1厅 , 92.35平米 , 南 , 精装 , 高楼层,共23层, 板塔结合
广南里两房，中间楼层，两房朝南，业主诚心出售,广南里 ,江溪, 84万,"11,252元/平",2室1厅 , 74.66平米 , 南 , 简装 , 中楼层,共7层, 板楼
金科米兰精装大三房诚心出售，价格可谈。,金科米兰花园二期 ,江溪, 195万,"16,280元/平",3室2厅 , 119.78平米 , 南 , 精装 , 中楼层,共34层, 板楼
万科金域缇香 边套精装三房 采光视野无遮挡 诚心出售,万科金域缇香南区 ,江溪, 185万,"16,411元/平",3室2厅 , 112.73平米 , 南 , 精装 , 高楼层,共32层, 板楼
富力城四房，满五唯一，无个税，家具家电全留！,富力城A区 ,江溪, 178万,"16,415元/平",4室2厅 , 108.44平米 , 南 , 精装 , 低楼层,共32层, 板楼
太湖老式精装 带地暖 三开间朝南 垫高1楼半,太湖花园一期 ,江溪, 128万,"13,737元/平",3室1厅 , 93.18平米 , 南 北 , 精装 , 低楼层,共6层, 板楼
万科开发 统装交付 四开间朝南 出入方便 业主诚售，,万科观湖礼著 ,新安, 345万,"22,158元/平",4室2厅 , 155.7平米 , 南 北 , 精装 , 低楼层,共18层, 板楼
边套一楼洋房带地下室  近百平大花园装修近300万,融侨观邸一期 ,江溪, 570万,"21,611元/平",7室2厅 , 263.76平米 , 南 , 精装 , 低楼层,共6层, 塔楼
联心嘉园南区中间套中上间楼层采光充足户型方正,联心嘉园 ,梅村, 82万,"10,148元/平",2室2厅 , 80.81平米 , 南 , 简装 , 高楼层,共14层, 板塔结合
吴樾东方--三房两卫--产权清晰--看房方便,吴樾东方 ,梅村, 190万,"16,049元/平",3室2厅 , 118.39平米 , 南 , 精装 , 低楼层,共30层, 板楼
三号线丨过渡丨置换丨诚心丨看中还能谈,太湖花园二期 ,江溪, 108万,"11,778元/平",2室2厅 , 91.7平米 , 南 , 简装 , 中楼层,共6层, 板楼
太阳城香郡苑  精装三房  楼层好  诚心出,香珺苑 ,梅村, 130万,"15,311元/平",2室2厅 , 84.91平米 , 南 , 精装 , 中楼层,共14层, 板塔结合
全新品牌家具家电，满五唯一，中上楼层全天采光诚心出,富力城A区 ,江溪, 219万,"15,905元/平",4室2厅 , 137.7平米 , 南 西南 西北 北 , 精装 , 高楼层,共32层, 板楼
地铁口 宝盛花园 毛坯3+1 入户花园 通透户型 诚心卖,宝盛花园 ,江溪, 188.8万,"14,507元/平",3室2厅 , 130.15平米 , 南 , 毛坯 , 中楼层,共31层, 板塔结合
房采光充足，配套齐全，交通方便 ，南长街學區可用,永胜新村 ,塘南, 76万,"12,007元/平",2室1厅 , 63.3平米 , 南 北 , 简装 , 高楼层,共7层, 板塔结合
万科品质，户型好，配套成熟，环境优美,万科观湖礼著 ,新安, 260万,"20,291元/平",4室2厅 , 128.14平米 , 南 北 , 精装 , 低楼层,共28层, 暂无数据
吴樾东方精装三室房东外地发展忍痛割爱,吴樾东方 ,梅村, 165万,"16,463元/平",3室2厅 , 100.23平米 , 南 , 精装 , 高楼层,共30层, 板楼
3号线出站口 中间楼层 2房朝南 户型正 采光好 急卖,太湖花园一期 ,江溪, 88万,"11,996元/平",2室1厅 , 73.36平米 , 南 北 , 精装 , 中楼层,共6层, 板楼
欧尚3号线好小区，好楼层采光好，错层小区此一套,锦江苑 ,江溪, 145万,"15,022元/平",2室2厅 , 96.53平米 , 南 , 精装 , 中楼层,共7层, 板楼
前进花园低楼层两房，户型正，两房朝南，总价低,前进花园 ,江溪, 55万,"7,377元/平",2室1厅 , 74.56平米 , 南 , 简装 , 低楼层,共6层, 板楼
叙丰家园精装两房，小高层，采光好，看房方便,叙丰家园 ,江溪, 95万,"10,666元/平",2室1厅 , 89.07平米 , 南 , 毛坯 , 高楼层,共18层, 板楼
新洲花园  洋房顶复   有电梯   总高5层,新洲花园 ,生态园, 180万,"9,579元/平",4室2厅 , 187.92平米 , 南 北 , 精装 , 高楼层,共5层, 塔楼
翻新装修，次新小区，配套成熟，中间楼层，价格好谈,富力城A区 ,江溪, 195万,"16,261元/平",4室2厅 , 119.92平米 , 南 北 , 精装 , 中楼层,共29层, 板楼
臻园低复带院子 精装修 有租约8000元 价格可谈 急售,长江国际臻园 ,江溪, 560万,"19,077元/平",6室3厅 , 293.56平米 , 南 , 精装 , 低楼层,共31层, 板楼
全明户型 小高层 两房朝南 客厅带窗,叙丰家园 ,江溪, 95万,"10,351元/平",2室1厅 , 91.78平米 , 东南 南 , 简装 , 低楼层,共18层, 板楼
永乐东路长江北路东风家园精装自住大一室出售,东风家园 ,塘南, 75万,"11,053元/平",1室1厅 , 67.86平米 , 南 , 精装 , 低楼层,共18层, 板楼
电梯毛坯2房 通透户型 小区环境好,前进花园 ,江溪, 101万,"10,615元/平",2室2厅 , 95.15平米 , 南 , 毛坯 , 低楼层,共12层, 板楼
地铁口！首排采光刺眼，设施全留，高档小区，景观房,长江国际雅园 ,江溪, 269万,"20,541元/平",3室2厅 , 130.96平米 , 南 , 精装 , 高楼层,共27层, 板楼
万科观湖礼著，开发商精装修，家具家电全留,万科观湖礼著 ,新安, 310万,"23,228元/平",4室2厅 , 133.46平米 , 南 , 精装 , 低楼层,共18层, 暂无数据
前进花园  5年内精装修自住房 南北通风大3房2卫-诚售,前进花园 ,江溪, 93万,"7,311元/平",3室2厅 , 127.21平米 , 南 , 精装 , 低楼层,共12层, 板楼
太科园 次新房 万科品质 精装修 户型正 采光好 诚心出,万科观湖礼著 ,新安, 230万,"24,104元/平",3室2厅 , 95.42平米 , 南 北 , 精装 , 高楼层,共28层, 板楼
吴樾东方精装修两房，诚心出售，小区环境优美,吴樾东方 ,梅村, 139万,"16,256元/平",2室2厅 , 85.51平米 , 南 , 精装 , 低楼层,共30层, 板楼
不靠高架满五唯一房源，房东自住，诚心出售，,新城香溢紫峻园 ,江溪, 130万,"15,562元/平",4室2厅 , 83.54平米 , 南 东 北 , 精装 , 低楼层,共34层, 板塔结合
宝盛花园 2室2厅 南,宝盛花园 ,江溪, 122万,"13,235元/平",2室2厅 , 92.18平米 , 南 , 其他 , 高楼层,共31层, 板楼
东风家园 2室1厅 南,东风家园 ,塘南, 106万,"13,222元/平",2室1厅 , 80.17平米 , 南 , 精装 , 高楼层,共33层, 板楼
万科维园 精装两房 拎包入住 满五唯一  税费少！,万科维园 ,梅村, 139万,"16,556元/平",2室2厅 , 83.96平米 , 南 , 精装 , 中楼层,共28层, 塔楼
太湖花园二期，顶复带阁楼，房东诚心卖，价格可谈。,太湖花园二期 ,江溪, 140万,"9,445元/平",4室2厅 , 148.23平米 , 南 北 , 简装 , 高楼层,共6层, 板楼
近地铁 人车分流 房东自住精装修看房方便,奕翔公寓 ,江溪, 198万,"15,086元/平",3室2厅 , 131.25平米 , 南 , 精装 , 低楼层,共43层, 板塔结合
含土地出让金出售永乐东路地铁三号线旁东风家园大一室,东风家园 ,塘南, 72万,"11,055元/平",1室1厅 , 65.13平米 , 南 , 简装 , 低楼层,共15层, 板楼
精装大两房带中秧空调，朝南户型方正 看中可以谈,长江国际雅园 ,江溪, 155万,"15,561元/平",2室2厅 , 99.61平米 , 南 , 精装 , 高楼层,共28层, 板楼
满5唯一免增无个税，家具家电全留，国信观湖湾精装2房,国信观湖湾 ,新安, 160万,"18,276元/平",2室2厅 , 87.55平米 , 南 , 精装 , 高楼层,共18层, 板塔结合
带3个阳台，50多万装修，带字母车位，满5年,朗诗绿色家园二期 ,新安, 278万,"19,715元/平",4室2厅 , 141.01平米 , 南 , 精装 , 低楼层,共23层, 板塔结合
龙湖品质，三开间朝南，大房间，大客厅，可看太湖,龙湖滟澜山 ,新安, 430万,"25,378元/平",3室2厅 , 169.44平米 , 南 , 精装 , 中楼层,共15层, 板塔结合
小高层，中秧空调加地暖，品牌家具家电，装修保养好！,富力城A区 ,江溪, 155万,"18,059元/平",3室2厅 , 85.83平米 , 南 , 精装 , 低楼层,共18层, 板楼
房东诚心出售 精装大三房 价格可谈,锡梅花园 ,梅村, 145万,"13,478元/平",3室2厅 , 107.59平米 , 南 , 精装 , 低楼层,共18层, 板楼
长江路 3号线太湖花园站 铭城花园 精装两房 看房方便,铭城花园 ,江溪, 139万,"15,617元/平",2室2厅 , 89.01平米 , 南 , 精装 , 中楼层,共17层, 板塔结合
"梅村小户型商品房,低总价,得房率高！",梅里香舍 ,梅村, 73万,"14,058元/平",2室1厅 , 51.93平米 , 南 , 精装 , 中楼层,共6层, 板楼
业主自住小两房 精装修 业主诚心出售 随时看房,铭城花园 ,江溪, 89万,"12,899元/平",2室1厅 , 69平米 , 南 , 精装 , 高楼层,共17层, 板塔结合
远洋3房，装修保养好，房东诚心出售，看房方便,远洋太湖宸章 ,新安, 242万,"22,393元/平",3室2厅 , 108.07平米 , 南 , 精装 , 中楼层,共16层, 暂无数据
富力城A区 中间楼层 采光好 诚心出售 价格可谈,富力城A区 ,江溪, 145万,"16,368元/平",3室1厅 , 88.59平米 , 西南 南 , 简装 , 中楼层,共29层, 板楼
叙丰家园商品房，土出已交，房子精装修，房东诚心出售,叙丰家园 ,江溪, 190万,"13,732元/平",4室2厅 , 138.37平米 , 南 北 , 精装 , 中楼层,共11层, 板楼
长江国际雅园精装大四房大阳台采光好视野好 可观水景,长江国际雅园 ,江溪, 245万,"18,540元/平",4室2厅 , 132.15平米 , 南 , 精装 , 高楼层,共27层, 板楼
不靠高架，位置很好，业主加装过很清爽 可领包入住,富力城D区 ,江溪, 150万,"17,491元/平",3室2厅 , 85.76平米 , 南 , 精装 , 低楼层,共32层, 板楼
品牌家具家电，中间楼层全天采光，装修保养好，诚心出,长江国际泓园 ,江溪, 160万,"18,141元/平",2室2厅 , 88.2平米 , 南 北 , 精装 , 高楼层,共33层, 板楼
首创悦府 近2年的婚装房 品质小区 位置好 看房提前约,首创悦府 ,江溪, 143万,"17,022元/平",2室2厅 , 84.01平米 , 南 , 精装 , 低楼层,共30层, 板楼
博客毛坯房 不靠高架 中低楼层 首付低,博客公寓 ,江溪, 100万,"11,531元/平",2室1厅 , 86.73平米 , 东 南 , 毛坯 , 低楼层,共30层, 板楼
业主诚心出售，中上楼层，采光好，价格可谈，随时看房,叙康里 ,江溪, 75万,"11,567元/平",2室1厅 , 64.84平米 , 南 , 简装 , 中楼层,共7层, 板楼
顶复 楼栋位置好 不靠铁路 诚心出售,前进花园 ,江溪, 68万,"8,971元/平",2室2厅 , 75.8平米 , 南 , 简装 , 高楼层,共6层, 板楼
